行號,科目,科目_2,性別,類別,報考人數,應考人數,達標並表現優異(II),達標並表現優異(I)或以上,達標或以上,未達標
180,工程及生產,電機及能源工程,總數,百分比,,,9.1%,21.6%,100.0%,0.0%
181,工程及生產,電競科技,男生,人數,151,133,7,30,108,25
182,工程及生產,電競科技,男生,百分比,,,5.3%,22.6%,81.2%,18.8%
183,工程及生產,電競科技,女生,人數,17,14,1,4,11,3
184,工程及生產,電競科技,女生,百分比,,,7.1%,28.6%,78.6%,21.4%
185,工程及生產,電競科技,總數,人數,168,147,8,34,119,28
186,工程及生產,電競科技,總數,百分比,,,5.4%,23.1%,81.0%,19.0%
187,工程及生產,鐵路學,男生,人數,67,64,1,8,54,10
188,工程及生產,鐵路學,男生,百分比,,,1.6%,12.5%,84.4%,15.6%
189,工程及生產,鐵路學,女生,人數,0,0,-,-,-,-
190,工程及生產,鐵路學,女生,百分比,,,-,-,-,-
191,工程及生產,鐵路學,總數,人數,67,64,1,8,54,10
192,工程及生產,鐵路學,總數,百分比,,,1.6%,12.5%,84.4%,15.6%
193,工程及生產,資訊科技精要,男生,人數,132,121,7,28,98,23
194,工程及生產,資訊科技精要,男生,百分比,,,5.8%,23.1%,81.0%,19.0%
195,工程及生產,資訊科技精要,女生,人數,19,17,0,3,15,2
196,工程及生產,資訊科技精要,女生,百分比,,,0.0%,17.6%,88.2%,11.8%
197,工程及生產,資訊科技精要,總數,人數,151,138,7,31,113,25
198,工程及生產,資訊科技精要,總數,百分比,,,5.1%,22.5%,81.9%,18.1%
199,媒體及傳意,數碼品牌傳播,男生,人數,0,0,-,-,-,-
200,媒體及傳意,數碼品牌傳播,男生,百分比,,,-,-,-,-
201,媒體及傳意,數碼品牌傳播,女生,人數,0,0,-,-,-,-
202,媒體及傳意,數碼品牌傳播,女生,百分比,,,-,-,-,-
203,媒體及傳意,數碼品牌傳播,總數,人數,0,0,-,-,-,-
204,媒體及傳意,數碼品牌傳播,總數,百分比,,,-,-,-,-
205,媒體及傳意,數碼媒體及電台製作,男生,人數,63,54,2,4,50,4
206,媒體及傳意,數碼媒體及電台製作,男生,百分比,,,3.7%,7.4%,92.6%,7.4%
207,媒體及傳意,數碼媒體及電台製作,女生,人數,50,46,3,11,45,1
208,媒體及傳意,數碼媒體及電台製作,女生,百分比,,,6.5%,23.9%,97.8%,2.2%
209,媒體及傳意,數碼媒體及電台製作,總數,人數,113,100,5,15,95,5
210,媒體及傳意,數碼媒體及電台製作,總數,百分比,,,5.0%,15.0%,95.0%,5.0%
211,媒體及傳意,電影及超媒體,男生,人數,87,75,4,10,54,21
212,媒體及傳意,電影及超媒體,男生,百分比,,,5.3%,13.3%,72.0%,28.0%
213,媒體及傳意,電影及超媒體,女生,人數,82,73,7,22,67,6
214,媒體及傳意,電影及超媒體,女生,百分比,,,9.6%,30.1%,91.8%,8.2%
215,媒體及傳意,電影及超媒體,總數,人數,169,148,11,32,121,27
216,媒體及傳意,電影及超媒體,總數,百分比,,,7.4%,21.6%,81.8%,18.2%
217,媒體及傳意,多媒體故事,男生,人數,72,68,2,6,64,4
218,媒體及傳意,多媒體故事,男生,百分比,,,2.9%,8.8%,94.1%,5.9%
219,媒體及傳意,多媒體故事,女生,人數,37,37,1,6,36,1
220,媒體及傳意,多媒體故事,女生,百分比,,,2.7%,16.2%,97.3%,2.7%
221,媒體及傳意,多媒體故事,總數,人數,109,105,3,12,100,5
222,媒體及傳意,多媒體故事,總數,百分比,,,2.9%,11.4%,95.2%,4.8%
223,媒體及傳意,公關及多媒體傳訊,男生,人數,82,82,3,9,67,15
224,媒體及傳意,公關及多媒體傳訊,男生,百分比,,,3.7%,11.0%,81.7%,18.3%
225,媒體及傳意,公關及多媒體傳訊,女生,人數,60,60,7,17,54,6
226,媒體及傳意,公關及多媒體傳訊,女生,百分比,,,11.7%,28.3%,90.0%,10.0%
227,媒體及傳意,公關及多媒體傳訊,總數,人數,142,142,10,26,121,21
228,媒體及傳意,公關及多媒體傳訊,總數,百分比,,,7.0%,18.3%,85.2%,14.8%
229,服務,機場客運大樓運作,男生,人數,60,55,2,5,42,13
230,服務,機場客運大樓運作,男生,百分比,,,3.6%,9.1%,76.4%,23.6%
231,服務,機場客運大樓運作,女生,人數,16,16,2,5,16,0
232,服務,機場客運大樓運作,女生,百分比,,,12.5%,31.3%,100.0%,0.0%
233,服務,機場客運大樓運作,總數,人數,76,71,4,10,58,13
234,服務,機場客運大樓運作,總數,百分比,,,5.6%,14.1%,81.7%,18.3%
235,服務,幼兒發展,男生,人數,16,16,1,1,16,0
236,服務,幼兒發展,男生,百分比,,,6.3%,6.3%,100.0%,0.0%
237,服務,幼兒發展,女生,人數,60,57,5,20,57,0
238,服務,幼兒發展,女生,百分比,,,8.8%,35.1%,100.0%,0.0%
239,服務,幼兒發展,總數,人數,76,73,6,21,73,0
240,服務,幼兒發展,總數,百分比,,,8.2%,28.8%,100.0%,0.0%
241,服務,幼兒教育,男生,人數,39,34,1,2,26,8
242,服務,幼兒教育,男生,百分比,,,2.9%,5.9%,76.5%,23.5%
243,服務,幼兒教育,女生,人數,150,142,12,45,135,7
244,服務,幼兒教育,女生,百分比,,,8.5%,31.7%,95.1%,4.9%
245,服務,幼兒教育,總數,人數,189,176,13,47,161,15
246,服務,幼兒教育,總數,百分比,,,7.4%,26.7%,91.5%,8.5%
247,服務,美容學基礎,男生,人數,12,9,0,0,6,3
248,服務,美容學基礎,男生,百分比,,,0.0%,0.0%,66.7%,33.3%
249,服務,美容學基礎,女生,人數,120,102,6,19,95,7
250,服務,美容學基礎,女生,百分比,,,5.9%,18.6%,93.1%,6.9%
251,服務,美容學基礎,總數,人數,132,111,6,19,101,10
252,服務,美容學基礎,總數,百分比,,,5.4%,17.1%,91.0%,9.0%
253,服務,酒店服務營運,男生,人數,39,36,1,4,30,6
254,服務,酒店服務營運,男生,百分比,,,2.8%,11.1%,83.3%,16.7%
255,服務,酒店服務營運,女生,人數,40,37,4,18,35,2
256,服務,酒店服務營運,女生,百分比,,,10.8%,48.6%,94.6%,5.4%
257,服務,酒店服務營運,總數,人數,79,73,5,22,65,8
258,服務,酒店服務營運,總數,百分比,,,6.8%,30.1%,89.0%,11.0%
259,服務,酒店營運,男生,人數,109,99,2,7,86,13
260,服務,酒店營運,男生,百分比,,,2.0%,7.1%,86.9%,13.1%
261,服務,酒店營運,女生,人數,67,64,3,20,60,4
262,服務,酒店營運,女生,百分比,,,4.7%,31.3%,93.8%,6.3%
263,服務,酒店營運,總數,人數,176,163,5,27,146,17
264,服務,酒店營運,總數,百分比,,,3.1%,16.6%,89.6%,10.4%
265,服務,新派東南亞菜,男生,人數,10,10,0,2,10,0
266,服務,新派東南亞菜,男生,百分比,,,0.0%,20.0%,100.0%,0.0%
267,服務,新派東南亞菜,女生,人數,3,3,0,0,3,0
268,服務,新派東南亞菜,女生,百分比,,,0.0%,0.0%,100.0%,0.0%
269,服務,新派東南亞菜,總數,人數,13,13,0,2,13,0
270,服務,新派東南亞菜,總數,百分比,,,0.0%,15.4%,100.0%,0.0%
271,服務,甜品及咖啡店營運,男生,人數,383,355,2,21,309,46
272,服務,甜品及咖啡店營運,男生,百分比,,,0.6%,5.9%,87.0%,13.0%
273,服務,甜品及咖啡店營運,女生,人數,492,461,36,119,430,31
274,服務,甜品及咖啡店營運,女生,百分比,,,7.8%,25.8%,93.3%,6.7%
275,服務,甜品及咖啡店營運,總數,人數,875,816,38,140,739,77
276,服務,甜品及咖啡店營運,總數,百分比,,,4.7%,17.2%,90.6%,9.4%
277,服務,西式食品製作,男生,人數,272,227,6,22,203,24
278,服務,西式食品製作,男生,百分比,,,2.6%,9.7%,89.4%,10.6%
279,服務,西式食品製作,女生,人數,278,238,15,65,224,14
280,服務,西式食品製作,女生,百分比,,,6.3%,27.3%,94.1%,5.9%
281,服務,西式食品製作,總數,人數,550,465,21,87,427,38
282,服務,西式食品製作,總數,百分比,,,4.5%,18.7%,91.8%,8.2%
283,,韓國語文及文化,男生,人數,20,18,0,1,6,12
284,,韓國語文及文化,男生,百分比,,,0.0%,5.6%,33.3%,66.7%
285,,韓國語文及文化,女生,人數,95,85,14,39,66,19
286,,韓國語文及文化,女生,百分比,,,16.5%,45.9%,77.6%,22.4%
287,,韓國語文及文化,總數,人數,115,103,14,40,72,31
288,,韓國語文及文化,總數,百分比,,,13.6%,38.8%,69.9%,30.1%
289,,實用翻譯(漢英),男生,人數,8,6,2,4,6,0
290,,實用翻譯(漢英),男生,百分比,,,33.3%,66.7%,100.0%,0.0%
291,,實用翻譯(漢英),女生,人數,6,6,3,3,5,1
292,,實用翻譯(漢英),女生,百分比,,,50.0%,50.0%,83.3%,16.7%
293,,實用翻譯(漢英),總數,人數,14,12,5,7,11,1
294,,實用翻譯(漢英),總數,百分比,,,41.7%,58.3%,91.7%,8.3%
295,所有乙類學科 (不包括應用學習中文),,男生,人數,4106,3740,197,739,3139,601
296,所有乙類學科 (不包括應用學習中文),,男生,百分比,,,5.3%,19.8%,83.9%,16.1%
297,所有乙類學科 (不包括應用學習中文),,女生,人數,3676,3428,416,1222,3159,269
298,所有乙類學科 (不包括應用學習中文),,女生,百分比,,,12.1%,35.6%,92.2%,7.8%
299,所有乙類學科 (不包括應用學習中文),,總數,人數,7782,7168,613,1961,6298,870
300,所有乙類學科 (不包括應用學習中文),,總數,百分比,,,8.6%,27.4%,87.9%,12.1%
