行號,科目,科目_2,性別,類別,報考人數,出席人數,中文作答%,表現 - 5**,表現 - 5*+,表現 - 5+,表現 - 4+,表現 - 3+,表現 - 2+,表現 - 1+,表現 - U
45,設計與應用科技,,女生,人數,178,155,,0,3,5,18,40,98,135,20
46,設計與應用科技,,女生,百分比,,,90.3,0.0%,1.9%,3.2%,11.6%,25.8%,63.2%,87.1%,12.9%
47,設計與應用科技,,總數,人數,525,475,,1,5,13,54,110,288,409,66
48,設計與應用科技,,總數,百分比,,,93.3,0.2%,1.1%,2.7%,11.4%,23.2%,60.6%,86.1%,13.9%
49,經濟,,男生,人數,6118,5744,,121,444,1065,2605,3809,4797,5401,343
50,經濟,,男生,百分比,,,44,2.1%,7.7%,18.5%,45.4%,66.3%,83.5%,94.0%,6.0%
51,經濟,,女生,人數,6522,6298,,114,407,1097,2931,4405,5491,6052,246
52,經濟,,女生,百分比,,,35,1.8%,6.5%,17.4%,46.5%,69.9%,87.2%,96.1%,3.9%
53,經濟,,總數,人數,12640,12042,,235,851,2162,5536,8214,10288,11453,589
54,經濟,,總數,百分比,,,39.3,2.0%,7.1%,18.0%,46.0%,68.2%,85.4%,95.1%,4.9%
55,英國語文,,男生,人數,25253,24324,,161,725,1933,6042,12029,18491,21965,2359
56,英國語文,,男生,百分比,,,-,0.7%,3.0%,7.9%,24.8%,49.5%,76.0%,90.3%,9.7%
57,英國語文,,女生,人數,24381,23768,,307,1111,2745,7592,13788,19936,22603,1165
58,英國語文,,女生,百分比,,,-,1.3%,4.7%,11.5%,31.9%,58.0%,83.9%,95.1%,4.9%
59,英國語文,,總數,人數,49634,48092,,468,1836,4678,13634,25817,38427,44568,3524
60,英國語文,,總數,百分比,,,-,1.0%,3.8%,9.7%,28.3%,53.7%,79.9%,92.7%,7.3%
61,倫理與宗教,,男生,人數,354,326,,1,6,14,55,149,270,305,21
62,倫理與宗教,,男生,百分比,,,92.9,0.3%,1.8%,4.3%,16.9%,45.7%,82.8%,93.6%,6.4%
63,倫理與宗教,,女生,人數,440,420,,4,17,37,140,304,394,411,9
64,倫理與宗教,,女生,百分比,,,94,1.0%,4.0%,8.8%,33.3%,72.4%,93.8%,97.9%,2.1%
65,倫理與宗教,,總數,人數,794,746,,5,23,51,195,453,664,716,30
66,倫理與宗教,,總數,百分比,,,93.6,0.7%,3.1%,6.8%,26.1%,60.7%,89.0%,96.0%,4.0%
67,地理,,男生,人數,3823,3638,,39,148,399,1260,2236,3133,3510,128
68,地理,,男生,百分比,,,61.5,1.1%,4.1%,11.0%,34.6%,61.5%,86.1%,96.5%,3.5%
69,地理,,女生,人數,4876,4743,,58,260,600,1930,3156,4222,4642,101
70,地理,,女生,百分比,,,49.2,1.2%,5.5%,12.7%,40.7%,66.5%,89.0%,97.9%,2.1%
71,地理,,總數,人數,8699,8381,,97,408,999,3190,5392,7355,8152,229
72,地理,,總數,百分比,,,54.5,1.2%,4.9%,11.9%,38.1%,64.3%,87.8%,97.3%,2.7%
73,健康管理與社會關懷,,男生,人數,269,240,,0,1,5,18,66,169,211,29
74,健康管理與社會關懷,,男生,百分比,,,93.3,0.0%,0.4%,2.1%,7.5%,27.5%,70.4%,87.9%,12.1%
75,健康管理與社會關懷,,女生,人數,523,502,,3,12,25,109,252,420,479,23
76,健康管理與社會關懷,,女生,百分比,,,89,0.6%,2.4%,5.0%,21.7%,50.2%,83.7%,95.4%,4.6%
77,健康管理與社會關懷,,總數,人數,792,742,,3,13,30,127,318,589,690,52
78,健康管理與社會關懷,,總數,百分比,,,90.4,0.4%,1.8%,4.0%,17.1%,42.9%,79.4%,93.0%,7.0%
79,歷史,,男生,人數,2377,2238,,21,106,265,948,1604,2082,2206,32
80,歷史,,男生,百分比,,,69.4,0.9%,4.7%,11.8%,42.4%,71.7%,93.0%,98.6%,1.4%
81,歷史,,女生,人數,2805,2720,,41,164,410,1328,2103,2610,2703,17
82,歷史,,女生,百分比,,,52.9,1.5%,6.0%,15.1%,48.8%,77.3%,96.0%,99.4%,0.6%
83,歷史,,總數,人數,5182,4958,,62,270,675,2276,3707,4692,4909,49
84,歷史,,總數,百分比,,,60.3,1.3%,5.4%,13.6%,45.9%,74.8%,94.6%,99.0%,1.0%
85,資訊及通訊科技,,男生,人數,4224,3993,,42,161,390,1141,2118,3206,3756,237
86,資訊及通訊科技,,男生,百分比,,,60.5,1.1%,4.0%,9.8%,28.6%,53.0%,80.3%,94.1%,5.9%
87,資訊及通訊科技,,女生,人數,1381,1337,,6,26,78,353,701,1091,1266,71
88,資訊及通訊科技,,女生,百分比,,,43.9,0.4%,1.9%,5.8%,26.4%,52.4%,81.6%,94.7%,5.3%
89,資訊及通訊科技,,總數,人數,5605,5330,,48,187,468,1494,2819,4297,5022,308
90,資訊及通訊科技,,總數,百分比,,,56.4,0.9%,3.5%,8.8%,28.0%,52.9%,80.6%,94.2%,5.8%
91,通識教育,,男生,人數,24120,23483,,133,466,1175,5650,13474,19632,22531,952
92,通識教育,,男生,百分比,,,87.3,0.6%,2.0%,5.0%,24.1%,57.4%,83.6%,95.9%,4.1%
93,通識教育,,女生,人數,23339,22900,,186,789,2067,8533,16513,20998,22517,383
94,通識教育,,女生,百分比,,,80.5,0.8%,3.4%,9.0%,37.3%,72.1%,91.7%,98.3%,1.7%
95,通識教育,,總數,人數,47459,46383,,319,1255,3242,14183,29987,40630,45048,1335
96,通識教育,,總數,百分比,,,83.9,0.7%,2.7%,7.0%,30.6%,64.7%,87.6%,97.1%,2.9%
97,英語文學,,男生,人數,15,12,,0,0,0,2,6,6,7,5
98,英語文學,,男生,百分比,,,-,0.0%,0.0%,0.0%,16.7%,50.0%,50.0%,58.3%,41.7%
99,英語文學,,女生,人數,247,242,,5,19,47,135,200,223,234,8
100,英語文學,,女生,百分比,,,-,2.1%,7.9%,19.4%,55.8%,82.6%,92.1%,96.7%,3.3%
101,英語文學,,總數,人數,262,254,,5,19,47,137,206,229,241,13
102,英語文學,,總數,百分比,,,-,2.0%,7.5%,18.5%,53.9%,81.1%,90.2%,94.9%,5.1%
103,數學,必修部分,男生,人數,25256,24109,,546,1886,4100,9666,13999,19323,22106,2003
104,數學,必修部分,男生,百分比,,,43.8,2.3%,7.8%,17.0%,40.1%,58.1%,80.1%,91.7%,8.3%
105,數學,必修部分,女生,人數,24041,23257,,193,1055,2883,8835,13614,19238,21774,1483
106,數學,必修部分,女生,百分比,,,35.4,0.8%,4.5%,12.4%,38.0%,58.5%,82.7%,93.6%,6.4%
107,數學,必修部分,總數,人數,49297,47366,,739,2941,6983,18501,27613,38561,43880,3486
108,數學,必修部分,總數,百分比,,,39.7,1.6%,6.2%,14.7%,39.1%,58.3%,81.4%,92.6%,7.4%
109,數學,延伸部分 (微積分與統計),男生,人數,1567,1390,,48,147,360,722,985,1204,1323,67
110,數學,延伸部分 (微積分與統計),男生,百分比,,,24.2,3.5%,10.6%,25.9%,51.9%,70.9%,86.6%,95.2%,4.8%
111,數學,延伸部分 (微積分與統計),女生,人數,1066,999,,31,126,285,530,732,872,952,47
112,數學,延伸部分 (微積分與統計),女生,百分比,,,19.7,3.1%,12.6%,28.5%,53.1%,73.3%,87.3%,95.3%,4.7%
113,數學,延伸部分 (微積分與統計),總數,人數,2633,2389,,79,273,645,1252,1717,2076,2275,114
114,數學,延伸部分 (微積分與統計),總數,百分比,,,22.3,3.3%,11.4%,27.0%,52.4%,71.9%,86.9%,95.2%,4.8%
115,數學,延伸部分 (代數與微積分),男生,人數,3674,3364,,163,540,1250,1983,2711,3089,3292,72
116,數學,延伸部分 (代數與微積分),男生,百分比,,,15.8,4.8%,16.1%,37.2%,58.9%,80.6%,91.8%,97.9%,2.1%
117,數學,延伸部分 (代數與微積分),女生,人數,1383,1311,,27,168,455,743,1053,1213,1286,25
118,數學,延伸部分 (代數與微積分),女生,百分比,,,13.1,2.1%,12.8%,34.7%,56.7%,80.3%,92.5%,98.1%,1.9%
119,數學,延伸部分 (代數與微積分),總數,人數,5057,4675,,190,708,1705,2726,3764,4302,4578,97
120,數學,延伸部分 (代數與微積分),總數,百分比,,,15.1,4.1%,15.1%,36.5%,58.3%,80.5%,92.0%,97.9%,2.1%
121,音樂,,男生,人數,82,82,,3,11,22,46,69,79,81,1
122,音樂,,男生,百分比,,,11,3.7%,13.4%,26.8%,56.1%,84.1%,96.3%,98.8%,1.2%
123,音樂,,女生,人數,115,115,,1,6,22,60,94,111,112,3
124,音樂,,女生,百分比,,,9.6,0.9%,5.2%,19.1%,52.2%,81.7%,96.5%,97.4%,2.6%
125,音樂,,總數,人數,197,197,,4,17,44,106,163,190,193,4
126,音樂,,總數,百分比,,,10.2,2.0%,8.6%,22.3%,53.8%,82.7%,96.4%,98.0%,2.0%
127,體育,,男生,人數,814,763,,2,8,14,64,251,469,658,105
128,體育,,男生,百分比,,,91.2,0.3%,1.0%,1.8%,8.4%,32.9%,61.5%,86.2%,13.8%
129,體育,,女生,人數,251,237,,2,3,12,41,117,192,227,10
130,體育,,女生,百分比,,,86.5,0.8%,1.3%,5.1%,17.3%,49.4%,81.0%,95.8%,4.2%
131,體育,,總數,人數,1065,1000,,4,11,26,105,368,661,885,115
132,體育,,總數,百分比,,,90.1,0.4%,1.1%,2.6%,10.5%,36.8%,66.1%,88.5%,11.5%
133,物理,,男生,人數,7650,7236,,221,857,2004,3612,5241,6489,7057,179
134,物理,,男生,百分比,,,30.1,3.1%,11.8%,27.7%,49.9%,72.4%,89.7%,97.5%,2.5%
135,物理,,女生,人數,2924,2775,,43,215,633,1284,2021,2529,2742,33
136,物理,,女生,百分比,,,17.8,1.5%,7.7%,22.8%,46.3%,72.8%,91.1%,98.8%,1.2%
137,物理,,總數,人數,10574,10011,,264,1072,2637,4896,7262,9018,9799,212
138,物理,,總數,百分比,,,26.7,2.6%,10.7%,26.3%,48.9%,72.5%,90.1%,97.9%,2.1%
139,科學,組合科學 (生物、化學),男生,人數,131,129,,0,1,2,10,34,74,109,20
140,科學,組合科學 (生物、化學),男生,百分比,,,94.6,0.0%,0.8%,1.6%,7.8%,26.4%,57.4%,84.5%,15.5%
141,科學,組合科學 (生物、化學),女生,人數,79,76,,0,0,0,7,26,41,60,16
142,科學,組合科學 (生物、化學),女生,百分比,,,82.9,0.0%,0.0%,0.0%,9.2%,34.2%,53.9%,78.9%,21.1%
143,科學,組合科學 (生物、化學),總數,人數,210,205,,0,1,2,17,60,115,169,36
144,科學,組合科學 (生物、化學),總數,百分比,,,90.2,0.0%,0.5%,1.0%,8.3%,29.3%,56.1%,82.4%,17.6%
145,科學,組合科學 (生物、物理),男生,人數,15,15,,0,1,1,3,9,14,14,1
146,科學,組合科學 (生物、物理),男生,百分比,,,86.7,0.0%,6.7%,6.7%,20.0%,60.0%,93.3%,93.3%,6.7%
147,科學,組合科學 (生物、物理),女生,人數,14,14,,0,0,0,1,3,12,14,0
148,科學,組合科學 (生物、物理),女生,百分比,,,100,0.0%,0.0%,0.0%,7.1%,21.4%,85.7%,100.0%,0.0%
149,科學,組合科學 (生物、物理),總數,人數,29,29,,0,1,1,4,12,26,28,1
150,科學,組合科學 (生物、物理),總數,百分比,,,93.1,0.0%,3.4%,3.4%,13.8%,41.4%,89.7%,96.6%,3.4%
151,科學,組合科學 (化學、物理),男生,人數,148,135,,0,2,3,15,48,89,118,17
152,科學,組合科學 (化學、物理),男生,百分比,,,82.2,0.0%,1.5%,2.2%,11.1%,35.6%,65.9%,87.4%,12.6%
153,科學,組合科學 (化學、物理),女生,人數,67,59,,0,0,0,6,24,40,54,5
154,科學,組合科學 (化學、物理),女生,百分比,,,79.7,0.0%,0.0%,0.0%,10.2%,40.7%,67.8%,91.5%,8.5%
155,科學,組合科學 (化學、物理),總數,人數,215,194,,0,2,3,21,72,129,172,22
156,科學,組合科學 (化學、物理),總數,百分比,,,81.4,0.0%,1.0%,1.5%,10.8%,37.1%,66.5%,88.7%,11.3%
157,科學,組合科學 (生物),男生,人數,146,143,,1,3,4,22,53,101,126,17
158,科學,組合科學 (生物),男生,百分比,,,93.7,0.7%,2.1%,2.8%,15.4%,37.1%,70.6%,88.1%,11.9%
159,科學,組合科學 (生物),女生,人數,93,90,,0,0,2,17,36,60,75,15
160,科學,組合科學 (生物),女生,百分比,,,85.6,0.0%,0.0%,2.2%,18.9%,40.0%,66.7%,83.3%,16.7%
161,科學,組合科學 (生物),總數,人數,239,233,,1,3,6,39,89,161,201,32
162,科學,組合科學 (生物),總數,百分比,,,90.6,0.4%,1.3%,2.6%,16.7%,38.2%,69.1%,86.3%,13.7%
163,科學,組合科學 (化學),男生,人數,279,262,,0,1,3,29,82,142,212,50
164,科學,組合科學 (化學),男生,百分比,,,88.2,0.0%,0.4%,1.1%,11.1%,31.3%,54.2%,80.9%,19.1%
165,科學,組合科學 (化學),女生,人數,146,135,,0,0,0,16,47,77,109,26
166,科學,組合科學 (化學),女生,百分比,,,81.5,0.0%,0.0%,0.0%,11.9%,34.8%,57.0%,80.7%,19.3%
167,科學,組合科學 (化學),總數,人數,425,397,,0,1,3,45,129,219,321,76
168,科學,組合科學 (化學),總數,百分比,,,85.9,0.0%,0.3%,0.8%,11.3%,32.5%,55.2%,80.9%,19.1%
169,科學,組合科學 (物理),男生,人數,163,149,,1,4,10,17,57,102,129,20
170,科學,組合科學 (物理),男生,百分比,,,83.2,0.7%,2.7%,6.7%,11.4%,38.3%,68.5%,86.6%,13.4%
171,科學,組合科學 (物理),女生,人數,81,72,,0,0,1,7,22,49,66,6
172,科學,組合科學 (物理),女生,百分比,,,83.3,0.0%,0.0%,1.4%,9.7%,30.6%,68.1%,91.7%,8.3%
173,科學,組合科學 (物理),總數,人數,244,221,,1,4,11,24,79,151,195,26
174,科學,組合科學 (物理),總數,百分比,,,83.3,0.5%,1.8%,5.0%,10.9%,35.7%,68.3%,88.2%,11.8%
175,科學,組合科學,男生,人數,294,279,,0,4,6,28,91,177,241,38
176,科學,組合科學,男生,百分比,,,88.2,0.0%,1.4%,2.2%,10.0%,32.6%,63.4%,86.4%,13.6%
177,科學,組合科學,女生,人數,160,149,,0,0,0,14,53,93,128,21
178,科學,組合科學,女生,百分比,,,83.2,0.0%,0.0%,0.0%,9.4%,35.6%,62.4%,85.9%,14.1%
179,科學,組合科學,總數,人數,454,428,,0,4,6,42,144,270,369,59
180,科學,組合科學,總數,百分比,,,86.4,0.0%,0.9%,1.4%,9.8%,33.6%,63.1%,86.2%,13.8%
181,科學,綜合科學,男生,人數,59,57,,0,0,2,8,20,38,50,7
182,科學,綜合科學,男生,百分比,,,75.4,0.0%,0.0%,3.5%,14.0%,35.1%,66.7%,87.7%,12.3%
183,科學,綜合科學,女生,人數,43,43,,1,3,6,16,24,34,39,4
184,科學,綜合科學,女生,百分比,,,55.8,2.3%,7.0%,14.0%,37.2%,55.8%,79.1%,90.7%,9.3%
185,科學,綜合科學,總數,人數,102,100,,1,3,8,24,44,72,89,11
186,科學,綜合科學,總數,百分比,,,67,1.0%,3.0%,8.0%,24.0%,44.0%,72.0%,89.0%,11.0%
187,科技與生活,食品科學與科技,男生,人數,42,36,,0,0,0,1,7,16,24,12
188,科技與生活,食品科學與科技,男生,百分比,,,86.1,0.0%,0.0%,0.0%,2.8%,19.4%,44.4%,66.7%,33.3%
189,科技與生活,食品科學與科技,女生,人數,120,118,,1,4,9,27,62,97,115,3
190,科技與生活,食品科學與科技,女生,百分比,,,57.6,0.8%,3.4%,7.6%,22.9%,52.5%,82.2%,97.5%,2.5%
191,科技與生活,食品科學與科技,總數,人數,162,154,,1,4,9,28,69,113,139,15
192,科技與生活,食品科學與科技,總數,百分比,,,64.3,0.6%,2.6%,5.8%,18.2%,44.8%,73.4%,90.3%,9.7%
193,科技與生活,服裝、成衣與紡織,男生,人數,12,9,,0,0,0,1,1,2,4,5
194,科技與生活,服裝、成衣與紡織,男生,百分比,,,100,0.0%,0.0%,0.0%,11.1%,11.1%,22.2%,44.4%,55.6%
195,科技與生活,服裝、成衣與紡織,女生,人數,30,27,,0,1,1,6,13,25,27,0
196,科技與生活,服裝、成衣與紡織,女生,百分比,,,66.7,0.0%,3.7%,3.7%,22.2%,48.1%,92.6%,100.0%,0.0%
197,科技與生活,服裝、成衣與紡織,總數,人數,42,36,,0,1,1,7,14,27,31,5
198,科技與生活,服裝、成衣與紡織,總數,百分比,,,75,0.0%,2.8%,2.8%,19.4%,38.9%,75.0%,86.1%,13.9%
199,旅遊與款待,,男生,人數,1459,1320,,1,12,30,128,360,899,1180,140
200,旅遊與款待,,男生,百分比,,,87.9,0.1%,0.9%,2.3%,9.7%,27.3%,68.1%,89.4%,10.6%
201,旅遊與款待,,女生,人數,2154,2047,,15,52,124,378,862,1668,1958,89
202,旅遊與款待,,女生,百分比,,,84,0.7%,2.5%,6.1%,18.5%,42.1%,81.5%,95.7%,4.3%
203,旅遊與款待,,總數,人數,3613,3367,,16,64,154,506,1222,2567,3138,229
204,旅遊與款待,,總數,百分比,,,85.5,0.5%,1.9%,4.6%,15.0%,36.3%,76.2%,93.2%,6.8%
205,視覺藝術,,男生,人數,843,802,,4,11,28,100,270,539,715,87
206,視覺藝術,,男生,百分比,,,86.5,0.5%,1.4%,3.5%,12.5%,33.7%,67.2%,89.2%,10.8%
207,視覺藝術,,女生,人數,2497,2430,,16,67,175,584,1320,2124,2344,86
208,視覺藝術,,女生,百分比,,,83.6,0.7%,2.8%,7.2%,24.0%,54.3%,87.4%,96.5%,3.5%
209,視覺藝術,,總數,人數,3340,3232,,20,78,203,684,1590,2663,3059,173
210,視覺藝術,,總數,百分比,,,84.3,0.6%,2.4%,6.3%,21.2%,49.2%,82.4%,94.6%,5.4%
211,所有甲類學科,,男生,人數,147814,141478,,1902,6936,16519,44689,79800,115418,132768,8710
212,所有甲類學科,,男生,百分比,,,57,1.3%,4.9%,11.7%,31.6%,56.4%,81.6%,93.8%,6.2%
213,所有甲類學科,,女生,人數,143291,139203,,1723,7189,18306,53871,91375,122646,134518,4685
214,所有甲類學科,,女生,百分比,,,50.5,1.2%,5.2%,13.2%,38.7%,65.6%,88.1%,96.6%,3.4%
215,所有甲類學科,,總數,人數,291105,280681,,3625,14125,34825,98560,171175,238064,267286,13395
216,所有甲類學科,,總數,百分比,,,53.8,1.3%,5.0%,12.4%,35.1%,61.0%,84.8%,95.2%,4.8%
