行號,科目,科目_2,性別,類別,報考人數,出席人數,中文作答%,表現 - 5**,表現 - 5*+,表現 - 5+,表現 - 4+,表現 - 3+,表現 - 2+,表現 - 1+,表現 - U
44,設計與應用科技,,男生,百分比,,,90.1,0.6%,2.0%,5.0%,18.4%,37.4%,78.9%,90.9%,9.1%
45,設計與應用科技,,女生,人數,169,156,,1,4,9,29,57,126,146,10
46,設計與應用科技,,女生,百分比,,,89.1,0.6%,2.6%,5.8%,18.6%,36.5%,80.8%,93.6%,6.4%
47,設計與應用科技,,總數,人數,534,498,,3,11,26,92,185,396,457,41
48,設計與應用科技,,總數,百分比,,,89.8,0.6%,2.2%,5.2%,18.5%,37.1%,79.5%,91.8%,8.2%
49,經濟,,男生,人數,5602,5423,,138,482,1085,2562,3816,4740,5133,290
50,經濟,,男生,百分比,,,45.0,2.5%,8.9%,20.0%,47.2%,70.4%,87.4%,94.7%,5.3%
51,經濟,,女生,人數,6288,6135,,80,327,918,2668,4284,5435,5889,246
52,經濟,,女生,百分比,,,38.2,1.3%,5.3%,15.0%,43.5%,69.8%,88.6%,96.0%,4.0%
53,經濟,,總數,人數,11890,11558,,218,809,2003,5230,8100,10175,11022,536
54,經濟,,總數,百分比,,,41.4,1.9%,7.0%,17.3%,45.3%,70.1%,88.0%,95.4%,4.6%
55,英國語文,,男生,人數,21733,21436,,193,781,1982,5636,11273,16546,19221,2215
56,英國語文,,男生,百分比,,,-,0.9%,3.6%,9.2%,26.3%,52.6%,77.2%,89.7%,10.3%
57,英國語文,,女生,人數,20902,20706,,249,952,2286,6324,11959,17038,19355,1351
58,英國語文,,女生,百分比,,,-,1.2%,4.6%,11.0%,30.5%,57.8%,82.3%,93.5%,6.5%
59,英國語文,,總數,人數,42635,42142,,442,1733,4268,11960,23232,33584,38576,3566
60,英國語文,,總數,百分比,,,-,1.0%,4.1%,10.1%,28.4%,55.1%,79.7%,91.5%,8.5%
61,倫理與宗教,,男生,人數,306,289,,0,6,24,75,164,250,262,27
62,倫理與宗教,,男生,百分比,,,93.8,0.0%,2.1%,8.3%,26.0%,56.7%,86.5%,90.7%,9.3%
63,倫理與宗教,,女生,人數,487,471,,8,27,56,181,360,448,460,11
64,倫理與宗教,,女生,百分比,,,96.8,1.7%,5.7%,11.9%,38.4%,76.4%,95.1%,97.7%,2.3%
65,倫理與宗教,,總數,人數,793,760,,8,33,80,256,524,698,722,38
66,倫理與宗教,,總數,百分比,,,95.7,1.1%,4.3%,10.5%,33.7%,68.9%,91.8%,95.0%,5.0%
67,地理,,男生,人數,3586,3436,,48,153,382,1125,2119,2927,3288,148
68,地理,,男生,百分比,,,64.2,1.4%,4.5%,11.1%,32.7%,61.7%,85.2%,95.7%,4.3%
69,地理,,女生,人數,4080,3966,,47,202,525,1521,2692,3563,3877,89
70,地理,,女生,百分比,,,54.9,1.2%,5.1%,13.2%,38.4%,67.9%,89.8%,97.8%,2.2%
71,地理,,總數,人數,7666,7402,,95,355,907,2646,4811,6490,7165,237
72,地理,,總數,百分比,,,59.2,1.3%,4.8%,12.3%,35.7%,65.0%,87.7%,96.8%,3.2%
73,健康管理與社會關懷,,男生,人數,542,514,,2,10,20,80,196,385,469,45
74,健康管理與社會關懷,,男生,百分比,,,95.1,0.4%,1.9%,3.9%,15.6%,38.1%,74.9%,91.2%,8.8%
75,健康管理與社會關懷,,女生,人數,854,829,,5,17,40,177,449,705,788,41
76,健康管理與社會關懷,,女生,百分比,,,91.6,0.6%,2.1%,4.8%,21.4%,54.2%,85.0%,95.1%,4.9%
77,健康管理與社會關懷,,總數,人數,1396,1343,,7,27,60,257,645,1090,1257,86
78,健康管理與社會關懷,,總數,百分比,,,92.9,0.5%,2.0%,4.5%,19.1%,48.0%,81.2%,93.6%,6.4%
79,歷史,,男生,人數,2163,2066,,32,99,257,873,1509,1924,2024,42
80,歷史,,男生,百分比,,,68.9,1.5%,4.8%,12.4%,42.3%,73.0%,93.1%,98.0%,2.0%
81,歷史,,女生,人數,2641,2559,,36,144,345,1192,2008,2434,2537,22
82,歷史,,女生,百分比,,,57.0,1.4%,5.6%,13.5%,46.6%,78.5%,95.1%,99.1%,0.9%
83,歷史,,總數,人數,4804,4625,,68,243,602,2065,3517,4358,4561,64
84,歷史,,總數,百分比,,,62.3,1.5%,5.3%,13.0%,44.6%,76.0%,94.2%,98.6%,1.4%
85,資訊及通訊科技,,男生,人數,4533,4354,,71,267,643,1587,2744,3778,4139,215
86,資訊及通訊科技,,男生,百分比,,,56.0,1.6%,6.1%,14.8%,36.4%,63.0%,86.8%,95.1%,4.9%
87,資訊及通訊科技,,女生,人數,1529,1478,,10,42,137,435,837,1263,1408,70
88,資訊及通訊科技,,女生,百分比,,,42.3,0.7%,2.8%,9.3%,29.4%,56.6%,85.5%,95.3%,4.7%
89,資訊及通訊科技,,總數,人數,6062,5832,,81,309,780,2022,3581,5041,5547,285
90,資訊及通訊科技,,總數,百分比,,,52.5,1.4%,5.3%,13.4%,34.7%,61.4%,86.4%,95.1%,4.9%
91,英語文學,,男生,人數,17,17,,0,0,1,3,8,13,14,3
92,英語文學,,男生,百分比,,,-,0.0%,0.0%,5.9%,17.6%,47.1%,76.5%,82.4%,17.6%
93,英語文學,,女生,人數,179,176,,6,19,47,102,155,169,173,3
94,英語文學,,女生,百分比,,,-,3.4%,10.8%,26.7%,58.0%,88.1%,96.0%,98.3%,1.7%
95,英語文學,,總數,人數,196,193,,6,19,48,105,163,182,187,6
96,英語文學,,總數,百分比,,,-,3.1%,9.8%,24.9%,54.4%,84.5%,94.3%,96.9%,3.1%
97,數學,必修部分,男生,人數,21733,21371,,451,1736,3869,8993,13291,17787,19667,1704
98,數學,必修部分,男生,百分比,,,42.9,2.1%,8.1%,18.1%,42.1%,62.2%,83.2%,92.0%,8.0%
99,數學,必修部分,女生,人數,20899,20612,,138,730,2206,7316,12292,17297,19178,1434
100,數學,必修部分,女生,百分比,,,35.7,0.7%,3.5%,10.7%,35.5%,59.6%,83.9%,93.0%,7.0%
101,數學,必修部分,總數,人數,42632,41983,,589,2466,6075,16309,25583,35084,38845,3138
102,數學,必修部分,總數,百分比,,,39.3,1.4%,5.9%,14.5%,38.8%,60.9%,83.6%,92.5%,7.5%
103,數學,延伸部分 (微積分與統計),男生,人數,1616,1566,,53,193,465,825,1116,1386,1497,69
104,數學,延伸部分 (微積分與統計),男生,百分比,,,24.7,3.4%,12.3%,29.7%,52.7%,71.3%,88.5%,95.6%,4.4%
105,數學,延伸部分 (微積分與統計),女生,人數,1196,1162,,30,130,333,585,825,1009,1108,54
106,數學,延伸部分 (微積分與統計),女生,百分比,,,13.9,2.6%,11.2%,28.7%,50.3%,71.0%,86.8%,95.4%,4.6%
107,數學,延伸部分 (微積分與統計),總數,人數,2812,2728,,83,323,798,1410,1941,2395,2605,123
108,數學,延伸部分 (微積分與統計),總數,百分比,,,20.1,3.0%,11.8%,29.3%,51.7%,71.2%,87.8%,95.5%,4.5%
109,數學,延伸部分 (代數與微積分),男生,人數,3751,3675,,138,636,1416,2323,3033,3438,3607,68
110,數學,延伸部分 (代數與微積分),男生,百分比,,,14.2,3.8%,17.3%,38.5%,63.2%,82.5%,93.6%,98.1%,1.9%
111,數學,延伸部分 (代數與微積分),女生,人數,1554,1522,,30,112,371,798,1175,1409,1502,20
112,數學,延伸部分 (代數與微積分),女生,百分比,,,10.6,2.0%,7.4%,24.4%,52.4%,77.2%,92.6%,98.7%,1.3%
113,數學,延伸部分 (代數與微積分),總數,人數,5305,5197,,168,748,1787,3121,4208,4847,5109,88
114,數學,延伸部分 (代數與微積分),總數,百分比,,,13.1,3.2%,14.4%,34.4%,60.1%,81.0%,93.3%,98.3%,1.7%
115,音樂,,男生,人數,87,86,,5,18,33,67,76,84,86,0
116,音樂,,男生,百分比,,,2.3,5.8%,20.9%,38.4%,77.9%,88.4%,97.7%,100.0%,0.0%
117,音樂,,女生,人數,88,87,,0,2,14,42,69,86,87,0
118,音樂,,女生,百分比,,,8.0,0.0%,2.3%,16.1%,48.3%,79.3%,98.9%,100.0%,0.0%
119,音樂,,總數,人數,175,173,,5,20,47,109,145,170,173,0
120,音樂,,總數,百分比,,,5.2,2.9%,11.6%,27.2%,63.0%,83.8%,98.3%,100.0%,0.0%
121,體育,,男生,人數,950,927,,2,11,30,137,416,674,838,89
122,體育,,男生,百分比,,,90.0,0.2%,1.2%,3.2%,14.8%,44.9%,72.7%,90.4%,9.6%
123,體育,,女生,人數,299,295,,2,6,14,65,148,224,267,28
124,體育,,女生,百分比,,,80.0,0.7%,2.0%,4.7%,22.0%,50.2%,75.9%,90.5%,9.5%
125,體育,,總數,人數,1249,1222,,4,17,44,202,564,898,1105,117
126,體育,,總數,百分比,,,87.6,0.3%,1.4%,3.6%,16.5%,46.2%,73.5%,90.4%,9.6%
127,物理,,男生,人數,7104,6844,,203,811,1993,3514,5161,6214,6674,170
128,物理,,男生,百分比,,,30.7,3.0%,11.8%,29.1%,51.3%,75.4%,90.8%,97.5%,2.5%
129,物理,,女生,人數,2857,2738,,44,185,526,1159,1908,2438,2676,62
130,物理,,女生,百分比,,,20.7,1.6%,6.8%,19.2%,42.3%,69.7%,89.0%,97.7%,2.3%
131,物理,,總數,人數,9961,9582,,247,996,2519,4673,7069,8652,9350,232
132,物理,,總數,百分比,,,27.8,2.6%,10.4%,26.3%,48.8%,73.8%,90.3%,97.6%,2.4%
133,科技與生活,食品科學與科技,男生,人數,35,32,,0,0,0,2,7,18,26,6
134,科技與生活,食品科學與科技,男生,百分比,,,96.9,0.0%,0.0%,0.0%,6.3%,21.9%,56.3%,81.3%,18.8%
135,科技與生活,食品科學與科技,女生,人數,135,132,,2,6,14,29,69,110,126,6
136,科技與生活,食品科學與科技,女生,百分比,,,68.9,1.5%,4.5%,10.6%,22.0%,52.3%,83.3%,95.5%,4.5%
137,科技與生活,食品科學與科技,總數,人數,170,164,,2,6,14,31,76,128,152,12
138,科技與生活,食品科學與科技,總數,百分比,,,74.4,1.2%,3.7%,8.5%,18.9%,46.3%,78.0%,92.7%,7.3%
139,科技與生活,服裝、成衣與紡織,男生,人數,6,4,,0,0,0,1,1,2,4,0
140,科技與生活,服裝、成衣與紡織,男生,百分比,,,100.0,0.0%,0.0%,0.0%,25.0%,25.0%,50.0%,100.0%,0.0%
141,科技與生活,服裝、成衣與紡織,女生,人數,31,30,,0,0,2,8,21,29,29,1
142,科技與生活,服裝、成衣與紡織,女生,百分比,,,60.0,0.0%,0.0%,6.7%,26.7%,70.0%,96.7%,96.7%,3.3%
143,科技與生活,服裝、成衣與紡織,總數,人數,37,34,,0,0,2,9,22,31,33,1
144,科技與生活,服裝、成衣與紡織,總數,百分比,,,64.7,0.0%,0.0%,5.9%,26.5%,64.7%,91.2%,97.1%,2.9%
145,旅遊與款待,,男生,人數,1709,1592,,7,26,59,210,511,1128,1409,183
146,旅遊與款待,,男生,百分比,,,91.0,0.4%,1.6%,3.7%,13.2%,32.1%,70.9%,88.5%,11.5%
147,旅遊與款待,,女生,人數,2247,2183,,13,59,142,450,966,1753,2024,159
148,旅遊與款待,,女生,百分比,,,87.0,0.6%,2.7%,6.5%,20.6%,44.3%,80.3%,92.7%,7.3%
149,旅遊與款待,,總數,人數,3956,3775,,20,85,201,660,1477,2881,3433,342
150,旅遊與款待,,總數,百分比,,,88.7,0.5%,2.3%,5.3%,17.5%,39.1%,76.3%,90.9%,9.1%
151,視覺藝術,,男生,人數,833,793,,1,7,26,111,261,581,722,71
152,視覺藝術,,男生,百分比,,,84.4,0.1%,0.9%,3.3%,14.0%,32.9%,73.3%,91.0%,9.0%
153,視覺藝術,,女生,人數,2838,2770,,26,92,223,787,1639,2471,2674,96
154,視覺藝術,,女生,百分比,,,83.2,0.9%,3.3%,8.1%,28.4%,59.2%,89.2%,96.5%,3.5%
155,視覺藝術,,總數,人數,3671,3563,,27,99,249,898,1900,3052,3396,167
156,視覺藝術,,總數,百分比,,,83.5,0.8%,2.8%,7.0%,25.2%,53.3%,85.7%,95.3%,4.7%
157,所有甲類學科#（不包括公民與社會發展）,,男生,人數,112640,109863,,1846,6856,16149,39569,67820,92695,103026,6837
158,所有甲類學科#（不包括公民與社會發展）,,男生,百分比,,,46.7,1.7%,6.2%,14.7%,36.0%,61.7%,84.4%,93.8%,6.2%
159,所有甲類學科#（不包括公民與社會發展）,,女生,人數,109429,107296,,1312,5464,14178,40394,70520,94248,102738,4558
160,所有甲類學科#（不包括公民與社會發展）,,女生,百分比,,,42.7,1.2%,5.1%,13.2%,37.6%,65.7%,87.8%,95.8%,4.2%
161,所有甲類學科#（不包括公民與社會發展）,,總數,人數,222069,217159,,3158,12320,30327,79963,138340,186943,205764,11395
162,所有甲類學科#（不包括公民與社會發展）,,總數,百分比,,,44.8,1.5%,5.7%,14.0%,36.8%,63.7%,86.1%,94.8%,5.2%
