行號,科目,科目_2,性別,類別,報考人數,出席人數,中文作答%,表現 - 5**,表現 - 5*+,表現 - 5+,表現 - 4+,表現 - 3+,表現 - 2+,表現 - 1+,表現 - U
62,倫理與宗教,,男生,百分比,,,92.7,0.3%,2.5%,6.0%,25.1%,60.3%,88.3%,95.6%,4.4%
63,倫理與宗教,,女生,人數,383,366,,4,18,47,144,281,344,355,11
64,倫理與宗教,,女生,百分比,,,95.6,1.1%,4.9%,12.8%,39.3%,76.8%,94.0%,97.0%,3.0%
65,倫理與宗教,,總數,人數,720,681,,5,26,66,223,471,622,656,25
66,倫理與宗教,,總數,百分比,,,94.3,0.7%,3.8%,9.7%,32.7%,69.2%,91.3%,96.3%,3.7%
67,地理,,男生,人數,3408,3289,,48,172,402,1228,2090,2890,3195,94
68,地理,,男生,百分比,,,59.8,1.5%,5.2%,12.2%,37.3%,63.5%,87.9%,97.1%,2.9%
69,地理,,女生,人數,4374,4287,,48,213,583,1747,2901,3828,4194,93
70,地理,,女生,百分比,,,48.0,1.1%,5.0%,13.6%,40.8%,67.7%,89.3%,97.8%,2.2%
71,地理,,總數,人數,7782,7576,,96,385,985,2975,4991,6718,7389,187
72,地理,,總數,百分比,,,53.1,1.3%,5.1%,13.0%,39.3%,65.9%,88.7%,97.5%,2.5%
73,健康管理與社會關懷,,男生,人數,216,203,,0,2,4,25,67,148,186,17
74,健康管理與社會關懷,,男生,百分比,,,89.2,0.0%,1.0%,2.0%,12.3%,33.0%,72.9%,91.6%,8.4%
75,健康管理與社會關懷,,女生,人數,492,478,,3,11,30,101,232,391,453,25
76,健康管理與社會關懷,,女生,百分比,,,85.4,0.6%,2.3%,6.3%,21.1%,48.5%,81.8%,94.8%,5.2%
77,健康管理與社會關懷,,總數,人數,708,681,,3,13,34,126,299,539,639,42
78,健康管理與社會關懷,,總數,百分比,,,86.5,0.4%,1.9%,5.0%,18.5%,43.9%,79.1%,93.8%,6.2%
79,歷史,,男生,人數,2121,2060,,28,122,283,886,1505,1932,2029,31
80,歷史,,男生,百分比,,,67.8,1.4%,5.9%,13.7%,43.0%,73.1%,93.8%,98.5%,1.5%
81,歷史,,女生,人數,2632,2574,,36,166,416,1339,2053,2449,2562,12
82,歷史,,女生,百分比,,,50.5,1.4%,6.4%,16.2%,52.0%,79.8%,95.1%,99.5%,0.5%
83,歷史,,總數,人數,4753,4634,,64,288,699,2225,3558,4381,4591,43
84,歷史,,總數,百分比,,,58.2,1.4%,6.2%,15.1%,48.0%,76.8%,94.5%,99.1%,0.9%
85,資訊及通訊科技,,男生,人數,3890,3743,,46,168,401,1157,2058,3057,3525,218
86,資訊及通訊科技,,男生,百分比,,,58.2,1.2%,4.5%,10.7%,30.9%,55.0%,81.7%,94.2%,5.8%
87,資訊及通訊科技,,女生,人數,1329,1289,,11,44,108,353,667,1022,1197,92
88,資訊及通訊科技,,女生,百分比,,,43.1,0.9%,3.4%,8.4%,27.4%,51.7%,79.3%,92.9%,7.1%
89,資訊及通訊科技,,總數,人數,5219,5032,,57,212,509,1510,2725,4079,4722,310
90,資訊及通訊科技,,總數,百分比,,,54.4,1.1%,4.2%,10.1%,30.0%,54.2%,81.1%,93.8%,6.2%
91,通識教育,,男生,人數,21297,21035,,119,516,1380,6194,12673,18049,20485,550
92,通識教育,,男生,百分比,,,86.5,0.6%,2.5%,6.6%,29.4%,60.2%,85.8%,97.4%,2.6%
93,通識教育,,女生,人數,20993,20785,,275,1102,2639,9134,15587,19346,20539,246
94,通識教育,,女生,百分比,,,79.2,1.3%,5.3%,12.7%,43.9%,75.0%,93.1%,98.8%,1.2%
95,通識教育,,總數,人數,42290,41820,,394,1618,4019,15328,28260,37395,41024,796
96,通識教育,,總數,百分比,,,82.8,0.9%,3.9%,9.6%,36.7%,67.6%,89.4%,98.1%,1.9%
97,英語文學,,男生,人數,14,14,,0,1,2,5,8,12,13,1
98,英語文學,,男生,百分比,,,-,0.0%,7.1%,14.3%,35.7%,57.1%,85.7%,92.9%,7.1%
99,英語文學,,女生,人數,229,225,,4,18,46,127,190,210,219,6
100,英語文學,,女生,百分比,,,-,1.8%,8.0%,20.4%,56.4%,84.4%,93.3%,97.3%,2.7%
101,英語文學,,總數,人數,243,239,,4,19,48,132,198,222,232,7
102,英語文學,,總數,百分比,,,-,1.7%,7.9%,20.1%,55.2%,82.8%,92.9%,97.1%,2.9%
103,數學,必修部分,男生,人數,21303,20835,,438,1609,3601,8468,12198,16809,19224,1611
104,數學,必修部分,男生,百分比,,,41.7,2.1%,7.7%,17.3%,40.6%,58.5%,80.7%,92.3%,7.7%
105,數學,必修部分,女生,人數,21000,20662,,159,873,2554,7904,12227,17145,19410,1252
106,數學,必修部分,女生,百分比,,,32.9,0.8%,4.2%,12.4%,38.3%,59.2%,83.0%,93.9%,6.1%
107,數學,必修部分,總數,人數,42303,41497,,597,2482,6155,16372,24425,33954,38634,2863
108,數學,必修部分,總數,百分比,,,37.3,1.4%,6.0%,14.8%,39.5%,58.9%,81.8%,93.1%,6.9%
109,數學,延伸部分 (微積分與統計),男生,人數,1277,1215,,38,170,375,668,850,1046,1155,60
110,數學,延伸部分 (微積分與統計),男生,百分比,,,21.9,3.1%,14.0%,30.9%,55.0%,70.0%,86.1%,95.1%,4.9%
111,數學,延伸部分 (微積分與統計),女生,人數,935,898,,18,95,253,496,667,807,865,33
112,數學,延伸部分 (微積分與統計),女生,百分比,,,15.4,2.0%,10.6%,28.2%,55.2%,74.3%,89.9%,96.3%,3.7%
113,數學,延伸部分 (微積分與統計),總數,人數,2212,2113,,56,265,628,1164,1517,1853,2020,93
114,數學,延伸部分 (微積分與統計),總數,百分比,,,19.1,2.7%,12.5%,29.7%,55.1%,71.8%,87.7%,95.6%,4.4%
115,數學,延伸部分 (代數與微積分),男生,人數,2916,2822,,136,519,1186,1762,2318,2623,2767,55
116,數學,延伸部分 (代數與微積分),男生,百分比,,,14.0,4.8%,18.4%,42.0%,62.4%,82.1%,92.9%,98.1%,1.9%
117,數學,延伸部分 (代數與微積分),女生,人數,1147,1114,,27,127,378,617,895,1037,1101,13
118,數學,延伸部分 (代數與微積分),女生,百分比,,,11.5,2.4%,11.4%,33.9%,55.4%,80.3%,93.1%,98.8%,1.2%
119,數學,延伸部分 (代數與微積分),總數,人數,4063,3936,,163,646,1564,2379,3213,3660,3868,68
120,數學,延伸部分 (代數與微積分),總數,百分比,,,13.3,4.1%,16.4%,39.7%,60.4%,81.6%,93.0%,98.3%,1.7%
121,音樂,,男生,人數,59,58,,3,9,19,37,53,55,57,1
122,音樂,,男生,百分比,,,5.2,5.2%,15.5%,32.8%,63.8%,91.4%,94.8%,98.3%,1.7%
123,音樂,,女生,人數,84,83,,0,5,12,41,71,80,82,1
124,音樂,,女生,百分比,,,9.6,0.0%,6.0%,14.5%,49.4%,85.5%,96.4%,98.8%,1.2%
125,音樂,,總數,人數,143,141,,3,14,31,78,124,135,139,2
126,音樂,,總數,百分比,,,7.8,2.1%,9.9%,22.0%,55.3%,87.9%,95.7%,98.6%,1.4%
127,體育,,男生,人數,757,739,,1,6,14,82,283,525,680,59
128,體育,,男生,百分比,,,88.5,0.1%,0.8%,1.9%,11.1%,38.3%,71.0%,92.0%,8.0%
129,體育,,女生,人數,229,220,,1,3,12,44,111,172,213,7
130,體育,,女生,百分比,,,81.8,0.5%,1.4%,5.5%,20.0%,50.5%,78.2%,96.8%,3.2%
131,體育,,總數,人數,986,959,,2,9,26,126,394,697,893,66
132,體育,,總數,百分比,,,87.0,0.2%,0.9%,2.7%,13.1%,41.1%,72.7%,93.1%,6.9%
133,物理,,男生,人數,6520,6198,,196,751,1848,3215,4559,5614,6072,126
134,物理,,男生,百分比,,,27.6,3.2%,12.1%,29.8%,51.9%,73.6%,90.6%,98.0%,2.0%
135,物理,,女生,人數,2627,2514,,33,202,590,1151,1771,2264,2467,47
136,物理,,女生,百分比,,,17.5,1.3%,8.0%,23.5%,45.8%,70.4%,90.1%,98.1%,1.9%
137,物理,,總數,人數,9147,8712,,229,953,2438,4366,6330,7878,8539,173
138,物理,,總數,百分比,,,24.7,2.6%,10.9%,28.0%,50.1%,72.7%,90.4%,98.0%,2.0%
139,科學,組合科學 (生物、化學),男生,人數,95,89,,0,0,2,10,21,45,64,25
140,科學,組合科學 (生物、化學),男生,百分比,,,100.0,0.0%,0.0%,2.2%,11.2%,23.6%,50.6%,71.9%,28.1%
141,科學,組合科學 (生物、化學),女生,人數,60,59,,0,0,0,5,20,36,46,13
142,科學,組合科學 (生物、化學),女生,百分比,,,81.4,0.0%,0.0%,0.0%,8.5%,33.9%,61.0%,78.0%,22.0%
143,科學,組合科學 (生物、化學),總數,人數,155,148,,0,0,2,15,41,81,110,38
144,科學,組合科學 (生物、化學),總數,百分比,,,92.6,0.0%,0.0%,1.4%,10.1%,27.7%,54.7%,74.3%,25.7%
145,科學,組合科學 (生物、物理),男生,人數,21,21,,0,0,0,6,13,19,21,0
146,科學,組合科學 (生物、物理),男生,百分比,,,100.0,0.0%,0.0%,0.0%,28.6%,61.9%,90.5%,100.0%,0.0%
147,科學,組合科學 (生物、物理),女生,人數,8,7,,0,0,0,1,2,4,5,2
148,科學,組合科學 (生物、物理),女生,百分比,,,100.0,0.0%,0.0%,0.0%,14.3%,28.6%,57.1%,71.4%,28.6%
149,科學,組合科學 (生物、物理),總數,人數,29,28,,0,0,0,7,15,23,26,2
150,科學,組合科學 (生物、物理),總數,百分比,,,100.0,0.0%,0.0%,0.0%,25.0%,53.6%,82.1%,92.9%,7.1%
151,科學,組合科學 (化學、物理),男生,人數,74,69,,0,0,0,15,38,54,64,5
152,科學,組合科學 (化學、物理),男生,百分比,,,78.3,0.0%,0.0%,0.0%,21.7%,55.1%,78.3%,92.8%,7.2%
153,科學,組合科學 (化學、物理),女生,人數,31,31,,0,0,1,6,13,23,26,5
154,科學,組合科學 (化學、物理),女生,百分比,,,77.4,0.0%,0.0%,3.2%,19.4%,41.9%,74.2%,83.9%,16.1%
155,科學,組合科學 (化學、物理),總數,人數,105,100,,0,0,1,21,51,77,90,10
156,科學,組合科學 (化學、物理),總數,百分比,,,78.0,0.0%,0.0%,1.0%,21.0%,51.0%,77.0%,90.0%,10.0%
157,科學,組合科學 (生物),男生,人數,116,110,,1,3,5,21,47,72,91,19
158,科學,組合科學 (生物),男生,百分比,,,100.0,0.9%,2.7%,4.5%,19.1%,42.7%,65.5%,82.7%,17.3%
159,科學,組合科學 (生物),女生,人數,68,66,,0,0,1,14,27,44,55,11
160,科學,組合科學 (生物),女生,百分比,,,83.3,0.0%,0.0%,1.5%,21.2%,40.9%,66.7%,83.3%,16.7%
161,科學,組合科學 (生物),總數,人數,184,176,,1,3,6,35,74,116,146,30
162,科學,組合科學 (生物),總數,百分比,,,93.8,0.6%,1.7%,3.4%,19.9%,42.0%,65.9%,83.0%,17.0%
163,科學,組合科學 (化學),男生,人數,169,157,,0,0,1,20,56,90,125,32
164,科學,組合科學 (化學),男生,百分比,,,90.4,0.0%,0.0%,0.6%,12.7%,35.7%,57.3%,79.6%,20.4%
165,科學,組合科學 (化學),女生,人數,91,90,,0,0,2,11,36,49,71,19
166,科學,組合科學 (化學),女生,百分比,,,80.0,0.0%,0.0%,2.2%,12.2%,40.0%,54.4%,78.9%,21.1%
167,科學,組合科學 (化學),總數,人數,260,247,,0,0,3,31,92,139,196,51
168,科學,組合科學 (化學),總數,百分比,,,86.6,0.0%,0.0%,1.2%,12.6%,37.2%,56.3%,79.4%,20.6%
169,科學,組合科學 (物理),男生,人數,95,87,,1,2,6,18,48,69,86,1
170,科學,組合科學 (物理),男生,百分比,,,82.8,1.1%,2.3%,6.9%,20.7%,55.2%,79.3%,98.9%,1.1%
171,科學,組合科學 (物理),女生,人數,39,38,,0,0,1,5,14,24,30,8
172,科學,組合科學 (物理),女生,百分比,,,81.6,0.0%,0.0%,2.6%,13.2%,36.8%,63.2%,78.9%,21.1%
173,科學,組合科學 (物理),總數,人數,134,125,,1,2,7,23,62,93,116,9
174,科學,組合科學 (物理),總數,百分比,,,82.4,0.8%,1.6%,5.6%,18.4%,49.6%,74.4%,92.8%,7.2%
175,科學,組合科學,男生,人數,190,179,,0,0,2,31,72,118,149,30
176,科學,組合科學,男生,百分比,,,91.6,0.0%,0.0%,1.1%,17.3%,40.2%,65.9%,83.2%,16.8%
177,科學,組合科學,女生,人數,99,97,,0,0,1,12,35,63,77,20
178,科學,組合科學,女生,百分比,,,81.4,0.0%,0.0%,1.0%,12.4%,36.1%,64.9%,79.4%,20.6%
179,科學,組合科學,總數,人數,289,276,,0,0,3,43,107,181,226,50
180,科學,組合科學,總數,百分比,,,88.0,0.0%,0.0%,1.1%,15.6%,38.8%,65.6%,81.9%,18.1%
181,科學,綜合科學,男生,人數,43,37,,0,1,1,5,7,26,34,3
182,科學,綜合科學,男生,百分比,,,86.5,0.0%,2.7%,2.7%,13.5%,18.9%,70.3%,91.9%,8.1%
183,科學,綜合科學,女生,人數,27,25,,1,1,1,5,13,21,25,0
184,科學,綜合科學,女生,百分比,,,72.0,4.0%,4.0%,4.0%,20.0%,52.0%,84.0%,100.0%,0.0%
185,科學,綜合科學,總數,人數,70,62,,1,2,2,10,20,47,59,3
186,科學,綜合科學,總數,百分比,,,80.6,1.6%,3.2%,3.2%,16.1%,32.3%,75.8%,95.2%,4.8%
187,科技與生活,食品科學與科技,男生,人數,51,47,,0,0,0,2,9,23,40,7
188,科技與生活,食品科學與科技,男生,百分比,,,83.0,0.0%,0.0%,0.0%,4.3%,19.1%,48.9%,85.1%,14.9%
189,科技與生活,食品科學與科技,女生,人數,116,113,,1,4,8,34,70,102,111,2
190,科技與生活,食品科學與科技,女生,百分比,,,43.4,0.9%,3.5%,7.1%,30.1%,61.9%,90.3%,98.2%,1.8%
191,科技與生活,食品科學與科技,總數,人數,167,160,,1,4,8,36,79,125,151,9
192,科技與生活,食品科學與科技,總數,百分比,,,55.0,0.6%,2.5%,5.0%,22.5%,49.4%,78.1%,94.4%,5.6%
193,科技與生活,服裝、成衣與紡織,男生,人數,6,6,,0,0,0,0,1,3,5,1
194,科技與生活,服裝、成衣與紡織,男生,百分比,,,100.0,0.0%,0.0%,0.0%,0.0%,16.7%,50.0%,83.3%,16.7%
195,科技與生活,服裝、成衣與紡織,女生,人數,37,33,,0,1,2,10,18,27,30,3
196,科技與生活,服裝、成衣與紡織,女生,百分比,,,84.8,0.0%,3.0%,6.1%,30.3%,54.5%,81.8%,90.9%,9.1%
197,科技與生活,服裝、成衣與紡織,總數,人數,43,39,,0,1,2,10,19,30,35,4
198,科技與生活,服裝、成衣與紡織,總數,百分比,,,87.2,0.0%,2.6%,5.1%,25.6%,48.7%,76.9%,89.7%,10.3%
199,旅遊與款待,,男生,人數,1262,1167,,5,11,35,126,346,825,1039,128
200,旅遊與款待,,男生,百分比,,,88.8,0.4%,0.9%,3.0%,10.8%,29.6%,70.7%,89.0%,11.0%
201,旅遊與款待,,女生,人數,1870,1795,,10,51,116,349,774,1464,1712,83
202,旅遊與款待,,女生,百分比,,,85.5,0.6%,2.8%,6.5%,19.4%,43.1%,81.6%,95.4%,4.6%
203,旅遊與款待,,總數,人數,3132,2962,,15,62,151,475,1120,2289,2751,211
204,旅遊與款待,,總數,百分比,,,86.8,0.5%,2.1%,5.1%,16.0%,37.8%,77.3%,92.9%,7.1%
205,視覺藝術,,男生,人數,861,819,,4,14,37,115,288,617,753,66
206,視覺藝術,,男生,百分比,,,86.7,0.5%,1.7%,4.5%,14.0%,35.2%,75.3%,91.9%,8.1%
207,視覺藝術,,女生,人數,2407,2354,,18,71,176,653,1347,2108,2303,51
208,視覺藝術,,女生,百分比,,,82.6,0.8%,3.0%,7.5%,27.7%,57.2%,89.5%,97.8%,2.2%
209,視覺藝術,,總數,人數,3268,3173,,22,85,213,768,1635,2725,3056,117
210,視覺藝術,,總數,百分比,,,83.7,0.7%,2.7%,6.7%,24.2%,51.5%,85.9%,96.3%,3.7%
211,所有甲類學科#,,男生,人數,127973,124783,,1716,6531,15685,41695,72645,103972,118077,6706
212,所有甲類學科#,,男生,百分比,,,55.7,1.4%,5.2%,12.6%,33.4%,58.2%,83.3%,94.6%,5.4%
213,所有甲類學科#,,女生,人數,127086,124889,,1623,6802,17395,49921,83561,110915,120866,4023
214,所有甲類學科#,,女生,百分比,,,49.5,1.3%,5.4%,13.9%,40.0%,66.9%,88.8%,96.8%,3.2%
215,所有甲類學科#,,總數,人數,255059,249672,,3339,13333,33080,91616,156206,214887,238943,10729
216,所有甲類學科#,,總數,百分比,,,52.6,1.3%,5.3%,13.2%,36.7%,62.6%,86.1%,95.7%,4.3%
