行號,科目,科目_2,性別,類別,報考人數,出席人數,中文作答%,表現 - 5**,表現 - 5*+,表現 - 5+,表現 - 4+,表現 - 3+,表現 - 2+,表現 - 1+,表現 - U
59,英國語文,,總數,人數,46585,45062,,459,1847,4535,11834,23425,35366,41459,3603
60,英國語文,,總數,百分比,,,-,1.0%,4.1%,10.1%,26.3%,52.0%,78.5%,92.0%,8.0%
61,倫理與宗教,,男生,人數,341,303,,5,13,21,56,157,252,276,27
62,倫理與宗教,,男生,百分比,,,94.7,1.7%,4.3%,6.9%,18.5%,51.8%,83.2%,91.1%,8.9%
63,倫理與宗教,,女生,人數,444,412,,2,12,42,163,305,380,400,12
64,倫理與宗教,,女生,百分比,,,95.1,0.5%,2.9%,10.2%,39.6%,74.0%,92.2%,97.1%,2.9%
65,倫理與宗教,,總數,人數,785,715,,7,25,63,219,462,632,676,39
66,倫理與宗教,,總數,百分比,,,95,1.0%,3.5%,8.8%,30.6%,64.6%,88.4%,94.5%,5.5%
67,地理,,男生,人數,3724,3513,,38,138,364,1176,2082,3021,3386,127
68,地理,,男生,百分比,,,62.2,1.1%,3.9%,10.4%,33.5%,59.3%,86.0%,96.4%,3.6%
69,地理,,女生,人數,4218,4054,,57,244,602,1651,2658,3616,3945,109
70,地理,,女生,百分比,,,48.6,1.4%,6.0%,14.8%,40.7%,65.6%,89.2%,97.3%,2.7%
71,地理,,總數,人數,7942,7567,,95,382,966,2827,4740,6637,7331,236
72,地理,,總數,百分比,,,54.9,1.3%,5.0%,12.8%,37.4%,62.6%,87.7%,96.9%,3.1%
73,健康管理與社會關懷,,男生,人數,318,283,,2,6,10,35,96,200,243,40
74,健康管理與社會關懷,,男生,百分比,,,91.5,0.7%,2.1%,3.5%,12.4%,33.9%,70.7%,85.9%,14.1%
75,健康管理與社會關懷,,女生,人數,586,552,,5,15,33,102,236,424,509,43
76,健康管理與社會關懷,,女生,百分比,,,89.3,0.9%,2.7%,6.0%,18.5%,42.8%,76.8%,92.2%,7.8%
77,健康管理與社會關懷,,總數,人數,904,835,,7,21,43,137,332,624,752,83
78,健康管理與社會關懷,,總數,百分比,,,90.1,0.8%,2.5%,5.1%,16.4%,39.8%,74.7%,90.1%,9.9%
79,歷史,,男生,人數,2288,2140,,32,114,265,932,1552,1990,2110,30
80,歷史,,男生,百分比,,,64.4,1.5%,5.3%,12.4%,43.6%,72.5%,93.0%,98.6%,1.4%
81,歷史,,女生,人數,2592,2491,,28,161,393,1218,1913,2334,2459,32
82,歷史,,女生,百分比,,,52.6,1.1%,6.5%,15.8%,48.9%,76.8%,93.7%,98.7%,1.3%
83,歷史,,總數,人數,4880,4631,,60,275,658,2150,3465,4324,4569,62
84,歷史,,總數,百分比,,,58.1,1.3%,5.9%,14.2%,46.4%,74.8%,93.4%,98.7%,1.3%
85,資訊及通訊科技,,男生,人數,4193,3939,,52,190,460,1201,2156,3204,3694,245
86,資訊及通訊科技,,男生,百分比,,,58.7,1.3%,4.8%,11.7%,30.5%,54.7%,81.3%,93.8%,6.2%
87,資訊及通訊科技,,女生,人數,1288,1223,,9,30,90,281,578,959,1125,98
88,資訊及通訊科技,,女生,百分比,,,43.2,0.7%,2.5%,7.4%,23.0%,47.3%,78.4%,92.0%,8.0%
89,資訊及通訊科技,,總數,人數,5481,5162,,61,220,550,1482,2734,4163,4819,343
90,資訊及通訊科技,,總數,百分比,,,55,1.2%,4.3%,10.7%,28.7%,53.0%,80.6%,93.4%,6.6%
91,通識教育,,男生,人數,22682,21864,,110,499,1359,6154,13019,18752,21176,688
92,通識教育,,男生,百分比,,,86.3,0.5%,2.3%,6.2%,28.1%,59.5%,85.8%,96.9%,3.1%
93,通識教育,,女生,人數,21745,21137,,268,1097,2707,9215,15644,19541,20857,280
94,通識教育,,女生,百分比,,,80.4,1.3%,5.2%,12.8%,43.6%,74.0%,92.4%,98.7%,1.3%
95,通識教育,,總數,人數,44427,43001,,378,1596,4066,15369,28663,38293,42033,968
96,通識教育,,總數,百分比,,,83.4,0.9%,3.7%,9.5%,35.7%,66.7%,89.1%,97.7%,2.3%
97,英語文學,,男生,人數,38,33,,1,1,4,11,21,25,28,5
98,英語文學,,男生,百分比,,,-,3.0%,3.0%,12.1%,33.3%,63.6%,75.8%,84.8%,15.2%
99,英語文學,,女生,人數,226,218,,4,18,48,123,180,204,211,7
100,英語文學,,女生,百分比,,,-,1.8%,8.3%,22.0%,56.4%,82.6%,93.6%,96.8%,3.2%
101,英語文學,,總數,人數,264,251,,5,19,52,134,201,229,239,12
102,英語文學,,總數,百分比,,,-,2.0%,7.6%,20.7%,53.4%,80.1%,91.2%,95.2%,4.8%
103,數學,必修部分,男生,人數,23836,22787,,565,1940,4131,9329,13346,18489,20962,1825
104,數學,必修部分,男生,百分比,,,43,2.5%,8.5%,18.1%,40.9%,58.6%,81.1%,92.0%,8.0%
105,數學,必修部分,女生,人數,22449,21646,,143,837,2475,7987,12431,17741,20218,1428
106,數學,必修部分,女生,百分比,,,35.4,0.7%,3.9%,11.4%,36.9%,57.4%,82.0%,93.4%,6.6%
107,數學,必修部分,總數,人數,46285,44433,,708,2777,6606,17316,25777,36230,41180,3253
108,數學,必修部分,總數,百分比,,,39.3,1.6%,6.2%,14.9%,39.0%,58.0%,81.5%,92.7%,7.3%
109,數學,延伸部分 (微積分與統計),男生,人數,1433,1281,,63,199,419,692,902,1102,1215,66
110,數學,延伸部分 (微積分與統計),男生,百分比,,,25.1,4.9%,15.5%,32.7%,54.0%,70.4%,86.0%,94.8%,5.2%
111,數學,延伸部分 (微積分與統計),女生,人數,1043,951,,17,91,262,507,696,849,908,43
112,數學,延伸部分 (微積分與統計),女生,百分比,,,18.1,1.8%,9.6%,27.5%,53.3%,73.2%,89.3%,95.5%,4.5%
113,數學,延伸部分 (微積分與統計),總數,人數,2476,2232,,80,290,681,1199,1598,1951,2123,109
114,數學,延伸部分 (微積分與統計),總數,百分比,,,22.1,3.6%,13.0%,30.5%,53.7%,71.6%,87.4%,95.1%,4.9%
115,數學,延伸部分 (代數與微積分),男生,人數,3614,3290,,170,572,1247,1987,2639,3046,3224,66
116,數學,延伸部分 (代數與微積分),男生,百分比,,,14.4,5.2%,17.4%,37.9%,60.4%,80.2%,92.6%,98.0%,2.0%
117,數學,延伸部分 (代數與微積分),女生,人數,1322,1211,,15,95,338,613,910,1094,1169,42
118,數學,延伸部分 (代數與微積分),女生,百分比,,,15.1,1.2%,7.8%,27.9%,50.6%,75.1%,90.3%,96.5%,3.5%
119,數學,延伸部分 (代數與微積分),總數,人數,4936,4501,,185,667,1585,2600,3549,4140,4393,108
120,數學,延伸部分 (代數與微積分),總數,百分比,,,14.6,4.1%,14.8%,35.2%,57.8%,78.8%,92.0%,97.6%,2.4%
121,音樂,,男生,人數,89,87,,3,13,29,53,74,84,87,0
122,音樂,,男生,百分比,,,8,3.4%,14.9%,33.3%,60.9%,85.1%,96.6%,100.0%,0.0%
123,音樂,,女生,人數,80,78,,2,7,19,42,68,77,78,0
124,音樂,,女生,百分比,,,9,2.6%,9.0%,24.4%,53.8%,87.2%,98.7%,100.0%,0.0%
125,音樂,,總數,人數,169,165,,5,20,48,95,142,161,165,0
126,音樂,,總數,百分比,,,8.5,3.0%,12.1%,29.1%,57.6%,86.1%,97.6%,100.0%,0.0%
127,體育,,男生,人數,831,753,,2,8,17,98,282,499,668,85
128,體育,,男生,百分比,,,90.6,0.3%,1.1%,2.3%,13.0%,37.5%,66.3%,88.7%,11.3%
129,體育,,女生,人數,259,243,,1,6,18,56,127,186,215,28
130,體育,,女生,百分比,,,80.2,0.4%,2.5%,7.4%,23.0%,52.3%,76.5%,88.5%,11.5%
131,體育,,總數,人數,1090,996,,3,14,35,154,409,685,883,113
132,體育,,總數,百分比,,,88.1,0.3%,1.4%,3.5%,15.5%,41.1%,68.8%,88.7%,11.3%
133,物理,,男生,人數,7268,6835,,228,849,2068,3515,4968,6155,6660,175
134,物理,,男生,百分比,,,28.8,3.3%,12.4%,30.3%,51.4%,72.7%,90.1%,97.4%,2.6%
135,物理,,女生,人數,2779,2632,,31,168,528,1155,1792,2351,2569,63
136,物理,,女生,百分比,,,20.6,1.2%,6.4%,20.1%,43.9%,68.1%,89.3%,97.6%,2.4%
137,物理,,總數,人數,10047,9467,,259,1017,2596,4670,6760,8506,9229,238
138,物理,,總數,百分比,,,26.5,2.7%,10.7%,27.4%,49.3%,71.4%,89.8%,97.5%,2.5%
139,科學,組合科學 (生物、化學),男生,人數,80,77,,2,2,4,12,27,41,66,11
140,科學,組合科學 (生物、化學),男生,百分比,,,87,2.6%,2.6%,5.2%,15.6%,35.1%,53.2%,85.7%,14.3%
141,科學,組合科學 (生物、化學),女生,人數,66,62,,0,0,0,3,14,27,49,13
142,科學,組合科學 (生物、化學),女生,百分比,,,88.7,0.0%,0.0%,0.0%,4.8%,22.6%,43.5%,79.0%,21.0%
143,科學,組合科學 (生物、化學),總數,人數,146,139,,2,2,4,15,41,68,115,24
144,科學,組合科學 (生物、化學),總數,百分比,,,87.8,1.4%,1.4%,2.9%,10.8%,29.5%,48.9%,82.7%,17.3%
145,科學,組合科學 (生物、物理),男生,人數,14,14,,1,2,2,5,10,13,13,1
146,科學,組合科學 (生物、物理),男生,百分比,,,92.9,7.1%,14.3%,14.3%,35.7%,71.4%,92.9%,92.9%,7.1%
147,科學,組合科學 (生物、物理),女生,人數,10,9,,0,0,0,0,4,9,9,0
148,科學,組合科學 (生物、物理),女生,百分比,,,100,0.0%,0.0%,0.0%,0.0%,44.4%,100.0%,100.0%,0.0%
149,科學,組合科學 (生物、物理),總數,人數,24,23,,1,2,2,5,14,22,22,1
150,科學,組合科學 (生物、物理),總數,百分比,,,95.7,4.3%,8.7%,8.7%,21.7%,60.9%,95.7%,95.7%,4.3%
151,科學,組合科學 (化學、物理),男生,人數,65,58,,0,1,2,8,26,45,53,5
152,科學,組合科學 (化學、物理),男生,百分比,,,67.2,0.0%,1.7%,3.4%,13.8%,44.8%,77.6%,91.4%,8.6%
153,科學,組合科學 (化學、物理),女生,人數,43,42,,0,0,0,5,19,31,41,1
154,科學,組合科學 (化學、物理),女生,百分比,,,78.6,0.0%,0.0%,0.0%,11.9%,45.2%,73.8%,97.6%,2.4%
155,科學,組合科學 (化學、物理),總數,人數,108,100,,0,1,2,13,45,76,94,6
156,科學,組合科學 (化學、物理),總數,百分比,,,72,0.0%,1.0%,2.0%,13.0%,45.0%,76.0%,94.0%,6.0%
157,科學,組合科學 (生物),男生,人數,94,89,,4,6,10,31,44,69,85,4
158,科學,組合科學 (生物),男生,百分比,,,88.8,4.5%,6.7%,11.2%,34.8%,49.4%,77.5%,95.5%,4.5%
159,科學,組合科學 (生物),女生,人數,76,71,,0,0,1,9,28,49,61,10
160,科學,組合科學 (生物),女生,百分比,,,90.1,0.0%,0.0%,1.4%,12.7%,39.4%,69.0%,85.9%,14.1%
161,科學,組合科學 (生物),總數,人數,170,160,,4,6,11,40,72,118,146,14
162,科學,組合科學 (生物),總數,百分比,,,89.4,2.5%,3.8%,6.9%,25.0%,45.0%,73.8%,91.3%,8.8%
163,科學,組合科學 (化學),男生,人數,145,134,,0,4,4,18,52,82,111,23
164,科學,組合科學 (化學),男生,百分比,,,78.4,0.0%,3.0%,3.0%,13.4%,38.8%,61.2%,82.8%,17.2%
165,科學,組合科學 (化學),女生,人數,109,103,,0,0,1,8,30,54,84,19
166,科學,組合科學 (化學),女生,百分比,,,84.5,0.0%,0.0%,1.0%,7.8%,29.1%,52.4%,81.6%,18.4%
167,科學,組合科學 (化學),總數,人數,254,237,,0,4,5,26,82,136,195,42
168,科學,組合科學 (化學),總數,百分比,,,81,0.0%,1.7%,2.1%,11.0%,34.6%,57.4%,82.3%,17.7%
169,科學,組合科學 (物理),男生,人數,79,69,,2,4,8,11,29,53,64,5
170,科學,組合科學 (物理),男生,百分比,,,72.5,2.9%,5.8%,11.6%,15.9%,42.0%,76.8%,92.8%,7.2%
171,科學,組合科學 (物理),女生,人數,53,51,,0,0,0,4,16,36,49,2
172,科學,組合科學 (物理),女生,百分比,,,82.4,0.0%,0.0%,0.0%,7.8%,31.4%,70.6%,96.1%,3.9%
173,科學,組合科學 (物理),總數,人數,132,120,,2,4,8,15,45,89,113,7
174,科學,組合科學 (物理),總數,百分比,,,76.7,1.7%,3.3%,6.7%,12.5%,37.5%,74.2%,94.2%,5.8%
175,科學,組合科學,男生,人數,159,149,,3,5,8,25,63,99,132,17
176,科學,組合科學,男生,百分比,,,79.9,2.0%,3.4%,5.4%,16.8%,42.3%,66.4%,88.6%,11.4%
177,科學,組合科學,女生,人數,119,113,,0,0,0,8,37,67,99,14
178,科學,組合科學,女生,百分比,,,85.8,0.0%,0.0%,0.0%,7.1%,32.7%,59.3%,87.6%,12.4%
179,科學,組合科學,總數,人數,278,262,,3,5,8,33,100,166,231,31
180,科學,組合科學,總數,百分比,,,82.4,1.1%,1.9%,3.1%,12.6%,38.2%,63.4%,88.2%,11.8%
181,科學,綜合科學,男生,人數,57,55,,0,1,2,5,13,34,50,5
182,科學,綜合科學,男生,百分比,,,85.5,0.0%,1.8%,3.6%,9.1%,23.6%,61.8%,90.9%,9.1%
183,科學,綜合科學,女生,人數,28,24,,2,2,3,4,11,14,21,3
184,科學,綜合科學,女生,百分比,,,58.3,8.3%,8.3%,12.5%,16.7%,45.8%,58.3%,87.5%,12.5%
185,科學,綜合科學,總數,人數,85,79,,2,3,5,9,24,48,71,8
186,科學,綜合科學,總數,百分比,,,77.2,2.5%,3.8%,6.3%,11.4%,30.4%,60.8%,89.9%,10.1%
187,科技與生活,食品科學與科技,男生,人數,26,23,,0,0,0,2,2,5,17,6
188,科技與生活,食品科學與科技,男生,百分比,,,87,0.0%,0.0%,0.0%,8.7%,8.7%,21.7%,73.9%,26.1%
189,科技與生活,食品科學與科技,女生,人數,114,111,,2,6,11,32,64,93,106,5
190,科技與生活,食品科學與科技,女生,百分比,,,52.3,1.8%,5.4%,9.9%,28.8%,57.7%,83.8%,95.5%,4.5%
191,科技與生活,食品科學與科技,總數,人數,140,134,,2,6,11,34,66,98,123,11
192,科技與生活,食品科學與科技,總數,百分比,,,58.2,1.5%,4.5%,8.2%,25.4%,49.3%,73.1%,91.8%,8.2%
193,科技與生活,服裝、成衣與紡織,男生,人數,12,9,,0,0,0,0,0,2,5,4
194,科技與生活,服裝、成衣與紡織,男生,百分比,,,100,0.0%,0.0%,0.0%,0.0%,0.0%,22.2%,55.6%,44.4%
195,科技與生活,服裝、成衣與紡織,女生,人數,40,36,,1,1,2,6,18,27,33,3
196,科技與生活,服裝、成衣與紡織,女生,百分比,,,91.7,2.8%,2.8%,5.6%,16.7%,50.0%,75.0%,91.7%,8.3%
197,科技與生活,服裝、成衣與紡織,總數,人數,52,45,,1,1,2,6,18,29,38,7
198,科技與生活,服裝、成衣與紡織,總數,百分比,,,93.3,2.2%,2.2%,4.4%,13.3%,40.0%,64.4%,84.4%,15.6%
199,旅遊與款待,,男生,人數,1496,1366,,2,20,57,194,397,965,1211,155
200,旅遊與款待,,男生,百分比,,,90.6,0.1%,1.5%,4.2%,14.2%,29.1%,70.6%,88.7%,11.3%
201,旅遊與款待,,女生,人數,2101,1982,,13,49,113,376,810,1562,1847,135
202,旅遊與款待,,女生,百分比,,,85.7,0.7%,2.5%,5.7%,19.0%,40.9%,78.8%,93.2%,6.8%
203,旅遊與款待,,總數,人數,3597,3348,,15,69,170,570,1207,2527,3058,290
204,旅遊與款待,,總數,百分比,,,87.7,0.4%,2.1%,5.1%,17.0%,36.1%,75.5%,91.3%,8.7%
205,視覺藝術,,男生,人數,866,802,,5,13,34,95,255,552,718,84
206,視覺藝術,,男生,百分比,,,83.7,0.6%,1.6%,4.2%,11.8%,31.8%,68.8%,89.5%,10.5%
207,視覺藝術,,女生,人數,2564,2467,,17,75,188,654,1377,2174,2400,67
208,視覺藝術,,女生,百分比,,,82.5,0.7%,3.0%,7.6%,26.5%,55.8%,88.1%,97.3%,2.7%
209,視覺藝術,,總數,人數,3430,3269,,22,88,222,749,1632,2726,3118,151
210,視覺藝術,,總數,百分比,,,82.8,0.7%,2.7%,6.8%,22.9%,49.9%,83.4%,95.4%,4.6%
211,所有甲類學科#,,男生,人數,140519,133858,,2067,7319,17064,44049,76785,110645,125998,7860
212,所有甲類學科#,,男生,百分比,,,56.1,1.5%,5.5%,12.7%,32.9%,57.4%,82.7%,94.1%,5.9%
213,所有甲類學科#,,女生,人數,134341,129453,,1565,6679,17329,49807,83645,113213,124619,4834
214,所有甲類學科#,,女生,百分比,,,51.2,1.2%,5.2%,13.4%,38.5%,64.6%,87.5%,96.3%,3.7%
215,所有甲類學科#,,總數,人數,274860,263311,,3632,13998,34393,93856,160430,223858,250617,12694
216,所有甲類學科#,,總數,百分比,,,53.7,1.4%,5.3%,13.1%,35.6%,60.9%,85.0%,95.2%,4.8%
