行號,科目,科目_2,性別,類別,報考人數,應考人數,達標並表現優異(II),達標並表現優異(I)或以上,達標或以上,未達標
77,商業、管理及法律,電子商務會計,總數,人數,50,50,8,23,47,3
78,商業、管理及法律,電子商務會計,總數,百分比,,,16.0%,46.0%,94.0%,6.0%
79,商業、管理及法律,商業數據應用,男生,人數,12,10,0,3,8,2
80,商業、管理及法律,商業數據應用,男生,百分比,,,0.0%,30.0%,80.0%,20.0%
81,商業、管理及法律,商業數據應用,女生,人數,16,14,4,10,14,0
82,商業、管理及法律,商業數據應用,女生,百分比,,,28.6%,71.4%,100.0%,0.0%
83,商業、管理及法律,商業數據應用,總數,人數,28,24,4,13,22,2
84,商業、管理及法律,商業數據應用,總數,百分比,,,16.7%,54.2%,91.7%,8.3%
85,商業、管理及法律,香港執法實務,男生,人數,13,13,1,4,13,0
86,商業、管理及法律,香港執法實務,男生,百分比,,,7.7%,30.8%,100.0%,0.0%
87,商業、管理及法律,香港執法實務,女生,人數,9,7,2,3,7,0
88,商業、管理及法律,香港執法實務,女生,百分比,,,28.6%,42.9%,100.0%,0.0%
89,商業、管理及法律,香港執法實務,總數,人數,22,20,3,7,20,0
90,商業、管理及法律,香港執法實務,總數,百分比,,,15.0%,35.0%,100.0%,0.0%
91,商業、管理及法律,市場營銷及網上推廣,男生,人數,36,32,2,8,25,7
92,商業、管理及法律,市場營銷及網上推廣,男生,百分比,,,6.3%,25.0%,78.1%,21.9%
93,商業、管理及法律,市場營銷及網上推廣,女生,人數,34,34,7,19,34,0
94,商業、管理及法律,市場營銷及網上推廣,女生,百分比,,,20.6%,55.9%,100.0%,0.0%
95,商業、管理及法律,市場營銷及網上推廣,總數,人數,70,66,9,27,59,7
96,商業、管理及法律,市場營銷及網上推廣,總數,百分比,,,13.6%,40.9%,89.4%,10.6%
97,創意學習,電腦遊戲及動畫設計,男生,人數,119,100,5,26,97,3
98,創意學習,電腦遊戲及動畫設計,男生,百分比,,,5.0%,26.0%,97.0%,3.0%
99,創意學習,電腦遊戲及動畫設計,女生,人數,41,39,10,17,38,1
100,創意學習,電腦遊戲及動畫設計,女生,百分比,,,25.6%,43.6%,97.4%,2.6%
101,創意學習,電腦遊戲及動畫設計,總數,人數,160,139,15,43,135,4
102,創意學習,電腦遊戲及動畫設計,總數,百分比,,,10.8%,30.9%,97.1%,2.9%
103,創意學習,數碼漫畫設計與製作,男生,人數,53,42,0,5,39,3
104,創意學習,數碼漫畫設計與製作,男生,百分比,,,0.0%,11.9%,92.9%,7.1%
105,創意學習,數碼漫畫設計與製作,女生,人數,104,102,17,46,97,5
106,創意學習,數碼漫畫設計與製作,女生,百分比,,,16.7%,45.1%,95.1%,4.9%
107,創意學習,數碼漫畫設計與製作,總數,人數,157,144,17,51,136,8
108,創意學習,數碼漫畫設計與製作,總數,百分比,,,11.8%,35.4%,94.4%,5.6%
109,創意學習,展示及首飾設計,男生,人數,4,4,1,3,4,0
110,創意學習,展示及首飾設計,男生,百分比,,,25.0%,75.0%,100.0%,0.0%
111,創意學習,展示及首飾設計,女生,人數,15,14,2,6,14,0
112,創意學習,展示及首飾設計,女生,百分比,,,14.3%,42.9%,100.0%,0.0%
113,創意學習,展示及首飾設計,總數,人數,19,18,3,9,18,0
114,創意學習,展示及首飾設計,總數,百分比,,,16.7%,50.0%,100.0%,0.0%
115,創意學習,時裝形象設計,男生,人數,31,29,2,5,29,0
116,創意學習,時裝形象設計,男生,百分比,,,6.9%,17.2%,100.0%,0.0%
117,創意學習,時裝形象設計,女生,人數,105,104,12,33,102,2
118,創意學習,時裝形象設計,女生,百分比,,,11.5%,31.7%,98.1%,1.9%
119,創意學習,時裝形象設計,總數,人數,136,133,14,38,131,2
120,創意學習,時裝形象設計,總數,百分比,,,10.5%,28.6%,98.5%,1.5%
121,創意學習,室內設計,男生,人數,34,25,2,6,20,5
122,創意學習,室內設計,男生,百分比,,,8.0%,24.0%,80.0%,20.0%
123,創意學習,室內設計,女生,人數,53,50,8,19,47,3
124,創意學習,室內設計,女生,百分比,,,16.0%,38.0%,94.0%,6.0%
125,創意學習,室內設計,總數,人數,87,75,10,25,67,8
126,創意學習,室內設計,總數,百分比,,,13.3%,33.3%,89.3%,10.7%
127,創意學習,流行音樂製作,男生,人數,36,31,3,8,27,4
128,創意學習,流行音樂製作,男生,百分比,,,9.7%,25.8%,87.1%,12.9%
129,創意學習,流行音樂製作,女生,人數,46,38,7,19,34,4
130,創意學習,流行音樂製作,女生,百分比,,,18.4%,50.0%,89.5%,10.5%
131,創意學習,流行音樂製作,總數,人數,82,69,10,27,61,8
132,創意學習,流行音樂製作,總數,百分比,,,14.5%,39.1%,88.4%,11.6%
133,創意學習,舞出新機－舞蹈藝術,男生,人數,10,9,1,2,8,1
134,創意學習,舞出新機－舞蹈藝術,男生,百分比,,,11.1%,22.2%,88.9%,11.1%
135,創意學習,舞出新機－舞蹈藝術,女生,人數,58,52,6,16,51,1
136,創意學習,舞出新機－舞蹈藝術,女生,百分比,,,11.5%,30.8%,98.1%,1.9%
137,創意學習,舞出新機－舞蹈藝術,總數,人數,68,61,7,18,59,2
138,創意學習,舞出新機－舞蹈藝術,總數,百分比,,,11.5%,29.5%,96.7%,3.3%
139,創意學習,由戲開始．劇藝縱橫,男生,人數,12,11,0,5,11,0
140,創意學習,由戲開始．劇藝縱橫,男生,百分比,,,0.0%,45.5%,100.0%,0.0%
141,創意學習,由戲開始．劇藝縱橫,女生,人數,51,47,11,23,44,3
142,創意學習,由戲開始．劇藝縱橫,女生,百分比,,,23.4%,48.9%,93.6%,6.4%
143,創意學習,由戲開始．劇藝縱橫,總數,人數,63,58,11,28,55,3
144,創意學習,由戲開始．劇藝縱橫,總數,百分比,,,19.0%,48.3%,94.8%,5.2%
145,工程及生產,航空學,男生,人數,152,140,8,23,132,8
146,工程及生產,航空學,男生,百分比,,,5.7%,16.4%,94.3%,5.7%
147,工程及生產,航空學,女生,人數,71,70,6,18,68,2
148,工程及生產,航空學,女生,百分比,,,8.6%,25.7%,97.1%,2.9%
149,工程及生產,航空學,總數,人數,223,210,14,41,200,10
150,工程及生產,航空學,總數,百分比,,,6.7%,19.5%,95.2%,4.8%
151,工程及生產,電腦鑑證科技,男生,人數,16,15,3,10,13,2
152,工程及生產,電腦鑑證科技,男生,百分比,,,20.0%,66.7%,86.7%,13.3%
153,工程及生產,電腦鑑證科技,女生,人數,3,3,3,3,3,0
154,工程及生產,電腦鑑證科技,女生,百分比,,,100.0%,100.0%,100.0%,0.0%
155,工程及生產,電腦鑑證科技,總數,人數,19,18,6,13,16,2
156,工程及生產,電腦鑑證科技,總數,百分比,,,33.3%,72.2%,88.9%,11.1%
157,工程及生產,建構智慧城市,男生,人數,21,17,2,5,12,5
158,工程及生產,建構智慧城市,男生,百分比,,,11.8%,29.4%,70.6%,29.4%
159,工程及生產,建構智慧城市,女生,人數,1,1,0,1,1,0
160,工程及生產,建構智慧城市,女生,百分比,,,0.0%,100.0%,100.0%,0.0%
161,工程及生產,建構智慧城市,總數,人數,22,18,2,6,13,5
162,工程及生產,建構智慧城市,總數,百分比,,,11.1%,33.3%,72.2%,27.8%
163,工程及生產,電機及能源工程,男生,人數,70,64,4,13,64,0
164,工程及生產,電機及能源工程,男生,百分比,,,6.3%,20.3%,100.0%,0.0%
165,工程及生產,電機及能源工程,女生,人數,3,3,1,1,3,0
166,工程及生產,電機及能源工程,女生,百分比,,,33.3%,33.3%,100.0%,0.0%
167,工程及生產,電機及能源工程,總數,人數,73,67,5,14,67,0
168,工程及生產,電機及能源工程,總數,百分比,,,7.5%,20.9%,100.0%,0.0%
169,工程及生產,電競科技,男生,人數,44,37,3,8,29,8
170,工程及生產,電競科技,男生,百分比,,,8.1%,21.6%,78.4%,21.6%
171,工程及生產,電競科技,女生,人數,5,4,1,3,3,1
172,工程及生產,電競科技,女生,百分比,,,25.0%,75.0%,75.0%,25.0%
173,工程及生產,電競科技,總數,人數,49,41,4,11,32,9
174,工程及生產,電競科技,總數,百分比,,,9.8%,26.8%,78.0%,22.0%
175,工程及生產,鐵路學,男生,人數,51,48,1,4,42,6
176,工程及生產,鐵路學,男生,百分比,,,2.1%,8.3%,87.5%,12.5%
177,工程及生產,鐵路學,女生,人數,0,0,-,-,-,-
178,工程及生產,鐵路學,女生,百分比,,,-,-,-,-
179,工程及生產,鐵路學,總數,人數,51,48,1,4,42,6
180,工程及生產,鐵路學,總數,百分比,,,2.1%,8.3%,87.5%,12.5%
181,工程及生產,資訊科技精要,男生,人數,77,57,6,16,54,3
182,工程及生產,資訊科技精要,男生,百分比,,,10.5%,28.1%,94.7%,5.3%
183,工程及生產,資訊科技精要,女生,人數,22,20,2,5,18,2
184,工程及生產,資訊科技精要,女生,百分比,,,10.0%,25.0%,90.0%,10.0%
185,工程及生產,資訊科技精要,總數,人數,99,77,8,21,72,5
186,工程及生產,資訊科技精要,總數,百分比,,,10.4%,27.3%,93.5%,6.5%
187,媒體及傳意,數碼媒體及電台製作,男生,人數,9,9,1,3,9,0
188,媒體及傳意,數碼媒體及電台製作,男生,百分比,,,11.1%,33.3%,100.0%,0.0%
189,媒體及傳意,數碼媒體及電台製作,女生,人數,11,11,2,6,11,0
190,媒體及傳意,數碼媒體及電台製作,女生,百分比,,,18.2%,54.5%,100.0%,0.0%
191,媒體及傳意,數碼媒體及電台製作,總數,人數,20,20,3,9,20,0
192,媒體及傳意,數碼媒體及電台製作,總數,百分比,,,15.0%,45.0%,100.0%,0.0%
193,媒體及傳意,電影及超媒體,男生,人數,67,59,2,11,44,15
194,媒體及傳意,電影及超媒體,男生,百分比,,,3.4%,18.6%,74.6%,25.4%
195,媒體及傳意,電影及超媒體,女生,人數,41,39,7,21,36,3
196,媒體及傳意,電影及超媒體,女生,百分比,,,17.9%,53.8%,92.3%,7.7%
197,媒體及傳意,電影及超媒體,總數,人數,108,98,9,32,80,18
198,媒體及傳意,電影及超媒體,總數,百分比,,,9.2%,32.7%,81.6%,18.4%
199,媒體及傳意,公關及多媒體傳訊,男生,人數,14,11,0,3,10,1
200,媒體及傳意,公關及多媒體傳訊,男生,百分比,,,0.0%,27.3%,90.9%,9.1%
201,媒體及傳意,公關及多媒體傳訊,女生,人數,23,19,5,12,19,0
202,媒體及傳意,公關及多媒體傳訊,女生,百分比,,,26.3%,63.2%,100.0%,0.0%
203,媒體及傳意,公關及多媒體傳訊,總數,人數,37,30,5,15,29,1
204,媒體及傳意,公關及多媒體傳訊,總數,百分比,,,16.7%,50.0%,96.7%,3.3%
205,服務,機場客運大樓運作,男生,人數,35,31,1,7,26,5
206,服務,機場客運大樓運作,男生,百分比,,,3.2%,22.6%,83.9%,16.1%
207,服務,機場客運大樓運作,女生,人數,24,23,4,10,22,1
208,服務,機場客運大樓運作,女生,百分比,,,17.4%,43.5%,95.7%,4.3%
209,服務,機場客運大樓運作,總數,人數,59,54,5,17,48,6
210,服務,機場客運大樓運作,總數,百分比,,,9.3%,31.5%,88.9%,11.1%
211,服務,幼兒發展,男生,人數,7,7,0,1,7,0
212,服務,幼兒發展,男生,百分比,,,0.0%,14.3%,100.0%,0.0%
213,服務,幼兒發展,女生,人數,37,37,3,13,37,0
214,服務,幼兒發展,女生,百分比,,,8.1%,35.1%,100.0%,0.0%
215,服務,幼兒發展,總數,人數,44,44,3,14,44,0
216,服務,幼兒發展,總數,百分比,,,6.8%,31.8%,100.0%,0.0%
217,服務,幼兒教育,男生,人數,11,11,1,2,11,0
218,服務,幼兒教育,男生,百分比,,,9.1%,18.2%,100.0%,0.0%
219,服務,幼兒教育,女生,人數,136,126,16,37,126,0
220,服務,幼兒教育,女生,百分比,,,12.7%,29.4%,100.0%,0.0%
221,服務,幼兒教育,總數,人數,147,137,17,39,137,0
222,服務,幼兒教育,總數,百分比,,,12.4%,28.5%,100.0%,0.0%
223,服務,美容學基礎,男生,人數,9,5,1,1,5,0
224,服務,美容學基礎,男生,百分比,,,20.0%,20.0%,100.0%,0.0%
225,服務,美容學基礎,女生,人數,124,105,5,30,102,3
226,服務,美容學基礎,女生,百分比,,,4.8%,28.6%,97.1%,2.9%
227,服務,美容學基礎,總數,人數,133,110,6,31,107,3
228,服務,美容學基礎,總數,百分比,,,5.5%,28.2%,97.3%,2.7%
229,服務,酒店服務營運,男生,人數,30,28,1,1,24,4
230,服務,酒店服務營運,男生,百分比,,,3.6%,3.6%,85.7%,14.3%
231,服務,酒店服務營運,女生,人數,44,44,3,16,42,2
232,服務,酒店服務營運,女生,百分比,,,6.8%,36.4%,95.5%,4.5%
233,服務,酒店服務營運,總數,人數,74,72,4,17,66,6
234,服務,酒店服務營運,總數,百分比,,,5.6%,23.6%,91.7%,8.3%
235,服務,酒店營運,男生,人數,40,36,0,1,24,12
236,服務,酒店營運,男生,百分比,,,0.0%,2.8%,66.7%,33.3%
237,服務,酒店營運,女生,人數,22,21,2,5,19,2
238,服務,酒店營運,女生,百分比,,,9.5%,23.8%,90.5%,9.5%
239,服務,酒店營運,總數,人數,62,57,2,6,43,14
240,服務,酒店營運,總數,百分比,,,3.5%,10.5%,75.4%,24.6%
241,服務,甜品及咖啡店營運,男生,人數,137,109,5,15,93,16
242,服務,甜品及咖啡店營運,男生,百分比,,,4.6%,13.8%,85.3%,14.7%
243,服務,甜品及咖啡店營運,女生,人數,235,215,19,53,203,12
244,服務,甜品及咖啡店營運,女生,百分比,,,8.8%,24.7%,94.4%,5.6%
245,服務,甜品及咖啡店營運,總數,人數,372,324,24,68,296,28
246,服務,甜品及咖啡店營運,總數,百分比,,,7.4%,21.0%,91.4%,8.6%
247,服務,西式食品製作,男生,人數,266,222,2,20,197,25
248,服務,西式食品製作,男生,百分比,,,0.9%,9.0%,88.7%,11.3%
249,服務,西式食品製作,女生,人數,258,232,17,61,226,6
250,服務,西式食品製作,女生,百分比,,,7.3%,26.3%,97.4%,2.6%
251,服務,西式食品製作,總數,人數,524,454,19,81,423,31
252,服務,西式食品製作,總數,百分比,,,4.2%,17.8%,93.2%,6.8%
253,所有乙類學科 (不包括應用學習中文),,男生,人數,1961,1701,113,367,1493,208
254,所有乙類學科 (不包括應用學習中文),,男生,百分比,,,6.6%,21.6%,87.8%,12.2%
255,所有乙類學科 (不包括應用學習中文),,女生,人數,2231,2083,322,827,1991,92
256,所有乙類學科 (不包括應用學習中文),,女生,百分比,,,15.5%,39.7%,95.6%,4.4%
257,所有乙類學科 (不包括應用學習中文),,總數,人數,4192,3784,435,1194,3484,300
258,所有乙類學科 (不包括應用學習中文),,總數,百分比,,,11.5%,31.6%,92.1%,7.9%
